time,prop_vax
0,0.02206138871
0,0
0,0
0,0
0,0
0,0
0,0.004081538729
0,0.003895174881
1,0.002841764593
2,0.005671597354
3,0.004772448605
4,0.004714778085
5,0.004557391542
6,0.004678414407
7,0.004616198427
8,0.003130401285
9,0.007546883576
10,0.006137791066
11,0.005567051781
12,0.005834949812
13,0.006100575114
14,0.005786086121
15,0.004357959498
16,0.009102283071
17,0.009098305794
18,0.009201430911
19,0.008081827366
20,0.008913930584
21,0.002044888687
22,0.003895458972
23,0.008750862217
24,0.009521317638
25,0.008933532879
26,0.00932586287
27,0.009234953676
28,0.009332965151
29,0.006665916666
30,0.02600315455
31,0.01583893845
32,0.01507103985
33,0.01518439225
34,0.01583496118
35,0.01543211981
36,0.00944120391
37,0.01810627058
38,0.01916706724
39,0.01788581578
40,0.01467728941
41,0.0131707536
42,0.0117000133
43,0.005692336014
44,0.01063296663
45,0.01008211373
46,0.009200010455
47,0.007702565571
48,0.008874441903
49,0.008029270488
50,0.004714778085
51,0.00917131724
52,0.00903296481
53,0.008105122847
54,0.007255690063
55,0.007544610846
56,0.00736336064
57,0.003572731333
58,0.006989496579
59,0.007861088479
60,0.006857110065
61,0.006591768854
62,0.006495177835
63,0.005954552221
64,0.003819606613
65,0.006617052974
66,0.00601193865
67,0.004434095948
68,0.005268755987
69,0.006659382567
70,0.006192904765
71,0.003410515239
72,0.006407109554
73,0.007355121994
74,0.00718353089
75,0.007857111201
76,0.007800861137
77,0.006746598576
78,0.0032562537
79,0.006355120858
80,0.007017621611
81,0.007237224133
82,0.007509383533
83,0.006711371263
84,0.005548869942
85,0.002574718835
86,0.004506823303
87,0.005732108786
88,0.002485798279
89,0.00002840912319
90,0.005796597496
91,0.004555971086
92,0.002096877383
93,0.003777561111
94,0.004443470958
95,0.004696312155
96,0.004806255462
97,0.004529266511
98,0.003307958304
99,0.001313637856
100,0.002522161957
101,0.003324151505
102,0.003691481468
103,0.003668754169
104,0.003557674497
105,0.002680116682
106,0.001326137871
107,0.002571025649
108,0.003018185248
109,0.003401708411
110,0.003450856194
111,0.003228980942
112,0.002832105491
113,0.001398865226
114,0.002194320675
115,0.003206537735
116,0.00355369722
117,0.003742901981
118,0.003385799302
119,0.002608809783
120,0.000872160082
121,0.002008809101
122,0.0028156282
123,0.003096310337
124,0.003250571876
125,0.002976707928
126,0.002317900361
127,0.0009201715002
128,0.001839774818
129,0.002987219304
130,0.003379265204
131,0.003369606102
132,0.003218185475
133,0.002262786662
134,0.0008289782147
135,0.001511933536
136,0.002928980601
137,0.002796594087
138,0.002823298663
139,0.002848866874
140,0.001833808902
141,0.0009778420203
142,0.001782956572
143,0.00332528787
144,0.00368977692
145,0.003374719744
146,0.00320540137
147,0.002397729997
148,0.0009500010795
149,0.001390910671
150,0.002688071236
151,0.002925571506
152,0.002846594144
153,0.002599718863
154,0.002146593348
155,0.0008230122989
156,0.00127528554
157,0.002721309911
158,0.002688071236
159,0.001225853666
160,0.002487502827
161,0.0003892049877
162,0.0004772732696
163,0.0009511374445
164,0.002372445878
165,0.002561650638
166,0.002389775443
167,0.002245173006
168,0.001580399523
169,0.000534091516
170,0.00121988775
171,0.002803128185
172,0.001991195445
173,0.002203979777
174,0.002120741046
175,0.00163494504
176,0.0004377845884
177,0.001013069333
178,0.002073013719
179,0.001915058994
180,0.001816479337
181,0.001564774505
182,0.001066194393
183,0.0005127846736
184,0.0007994327266
185,0.002021025024
186,0.001705967848
187,0.001638922317
188,0.001674717812
189,0.001453694834
190,0.0004588073396
191,0.0008099441022
192,0.001914490812
193,0.001656251882
194,0.001578979067
195,0.001506251712
196,0.001274433266
197,0.0005451710741
198,0.000565909734
199,0.001428410714
200,0.001407672054
201,0.001041194365
202,0.0009116487632
203,0.0002448866419
204,0.0002579548386
205,0.0003926140825
206,0.001007103417
207,0.001100569432
208,0.0009735806518
209,0.000848864601
210,0.0005789779307
211,0.0001667615531
212,0.0003250003693
213,0.0007454553926
214,0.0005235801404
215,0.000432386855
216,0.0004616482519
217,0.0004892051014
218,0.0003071026217
219,0.0001965911325
220,0.0005480119864
221,0.0005019892068
222,0.0006096597837
223,0.0004085231915
224,0.00008267054849
225,0.00005568188146
226,0.00009517056269
227,0.00008380691342
228,0.0003553981311
229,0.0003821027069
230,0.0004261368479
231,0.0003193185447
232,0.0001394887949
233,0.0002480116455
234,0.0003664776892
235,0.0004355118585
236,0.0004500005114
237,0.0003144889937
238,0.0003457390292
239,0.0001832388446
240,0.0002031252308
241,0.000219318431
242,0.0001346592439
243,0.0001039773909
244,0.00006619325704
245,0.00007585235892
246,0.000003693186015
247,0.00000142045616
248,0.00000142045616
249,0
250,0
251,0
252,0
253,0
254,0.0000002840912319
255,0.0000002840912319
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0.0000002840912319
