date,cum_deaths,daily_deaths,rt,rt_lower,rt_upper,cum_cases,daily_cases,daily_inf,FracDelta,Delta_cases,Delta_inf,Delta_deaths,Frac_boosted
2021-11-26,775259,389,1.063783497,0.853865366,1.325308853,48229993,54693,218772,0.968604249,5.30E+04,2.12E+05,3.77E+02,0.1392
2021-11-27,775597,338,1.073677111,0.862217394,1.336997546,48258460,28467,113868,0.963608669,2.74E+04,1.10E+05,3.26E+02,0.1407
2021-11-28,775875,278,1.084598452,0.872181208,1.348749311,48303583,45123,180492,0.957738551,4.32E+04,1.73E+05,2.66E+02,0.1416
2021-11-29,777789,1914,1.096477334,0.883638855,1.360581347,48488733,185150,740600,0.95085823,1.76E+05,7.04E+05,1.82E+03,0.1446
2021-11-30,779427,1638,1.109237147,0.896453858,1.372526917,48606339,117606,470424,0.942817776,1.11E+05,4.44E+05,1.54E+03,0.1481
2021-12-01,781422,1995,1.122816779,0.91048797,1.38466137,48743340,137001,548004,0.933453906,1.28E+05,5.12E+05,1.86E+03,0.1521
2021-12-02,785362,3940,1.137137009,0.925572929,1.397059634,48881253,137913,551652,0.922591932,1.27E+05,5.09E+05,3.64E+03,0.1562
2021-12-03,786973,1611,1.152117941,0.941523571,1.409816803,49039251,157998,631992,0.910049067,1.44E+05,5.75E+05,1.47E+03,0.1608
2021-12-04,787674,701,1.167676188,0.958135363,1.423042851,49107059,67808,271232,0.895639355,6.07E+04,2.43E+05,6.28E+02,0.163
2021-12-05,788088,414,1.183725785,0.975186239,1.43686065,49163621,56562,226248,0.879180488,4.97E+04,1.99E+05,3.64E+02,0.1642
2021-12-06,789514,1426,1.200172508,0.992434815,1.451394114,49338540,174919,699676,0.860502645,1.51E+05,6.02E+05,1.23E+03,0.1677
2021-12-07,791026,1512,1.21691343,1.009625164,1.466760487,49451008,112468,449872,0.839459191,9.44E+04,3.78E+05,1.27E+03,0.1713
2021-12-08,792849,1823,1.233849445,1.026504921,1.48307565,49600386,149378,597512,0.815938739,1.22E+05,4.88E+05,1.49E+03,0.1749
2021-12-09,794397,1548,1.250868493,1.042821446,1.500421757,49724320,123934,495736,0.789878702,9.79E+04,3.92E+05,1.22E+03,0.1785
2021-12-10,796150,1753,1.267854572,1.058340783,1.518844632,49881735,157415,629660,0.761278742,1.20E+05,4.79E+05,1.33E+03,0.1825
2021-12-11,796774,624,1.284684201,1.072856254,1.538336092,49939477,57742,230968,0.730212685,4.22E+04,1.69E+05,4.56E+02,0.1846
2021-12-12,797146,372,1.301230952,1.08620197,1.55882795,49992874,53397,213588,0.696837321,3.72E+04,1.49E+05,2.59E+02,0.1856
2021-12-13,798535,1389,1.317359028,1.098253688,1.580176626,50176127,183253,733012,0.661396394,1.21E+05,4.85E+05,9.19E+02,0.1887
2021-12-14,800046,1511,1.332923527,1.108930734,1.6021606,50289477,113350,453400,0.624218381,7.08E+04,2.83E+05,9.43E+02,0.192
2021-12-15,802278,2232,1.347785399,1.118205556,1.624500498,50435092,145615,582460,0.585707282,8.53E+04,3.41E+05,1.31E+03,0.1954
2021-12-16,803547,1269,1.3617934,1.126082074,1.646843784,50577283,142191,568764,0.546326536,7.77E+04,3.11E+05,6.93E+02,0.1989
2021-12-17,805411,1864,1.374794447,1.132595435,1.668786323,50769791,192508,770032,0.506577227,9.75E+04,3.90E+05,9.44E+02,0.2027
2021-12-18,806092,681,1.386632357,1.1378013,1.689881435,50851472,81681,326724,0.46697267,3.81E+04,1.53E+05,3.18E+02,0.2048
2021-12-19,806412,320,1.39715264,1.141770509,1.709656611,50942391,90919,363676,0.428012066,3.89E+04,1.56E+05,1.37E+02,0.206
2021-12-20,807959,1547,1.406196211,1.144575727,1.727616389,51183554,241163,964652,0.390156055,9.41E+04,3.76E+05,6.04E+02,0.2096
2021-12-21,809873,1914,1.413603298,1.146287793,1.743257056,51365828,182274,729096,0.353806601,6.45E+04,2.58E+05,6.77E+02,0.2135
2021-12-22,814058,4185,1.419225376,1.146979715,1.756090924,51613682,247854,991416,0.319292879,7.91E+04,3.17E+05,1.34E+03,0.2171
2021-12-23,815463,1405,1.422911942,1.146711141,1.765639422,51888071,274389,1097556,0.286863852,7.87E+04,3.15E+05,4.03E+02,0.22
2021-12-24,816153,690,1.424520416,1.145532212,1.771454696,52136339,248268,993072,0.256687272,6.37E+04,2.55E+05,1.77E+02,0.2206
2021-12-25,816396,243,1.423916877,1.143480129,1.773130307,52224654,88315,353260,0.228854113,2.02E+04,8.08E+04,5.56E+01,0.2206
2021-12-26,816768,372,1.420977852,1.140576372,1.770313768,52408175,183521,734084,0.203387011,3.73E+04,1.49E+05,7.57E+01,0.2215
2021-12-27,818614,1846,1.415628473,1.136824148,1.762809119,52914246,506071,2024284,0.180251146,9.12E+04,3.65E+05,3.33E+02,0.2242
2021-12-28,820895,2281,1.407965581,1.13221968,1.750867885,53286705,372459,1489836,0.159366142,5.94E+04,2.37E+05,3.64E+02,0.2274
2021-12-29,823250,2355,1.398141455,1.126748975,1.734902424,53797725,511020,2044080,0.140617819,7.19E+04,2.87E+05,3.31E+02,0.2305
2021-12-30,824737,1487,1.386309504,1.120378178,1.7153619,54395674,597949,2391796,0.123868982,7.41E+04,2.96E+05,1.84E+02,0.2333
2021-12-31,825468,731,1.372629977,1.113062858,1.692728348,54907717,512043,2048172,0.108968753,5.58E+04,2.23E+05,7.97E+01,0.2344
2022-01-01,825870,402,1.357266977,1.104749999,1.667502736,55099948,192231,768924,0.095760237,1.84E+04,7.36E+04,3.85E+01,0.2346
2022-01-02,826329,459,1.340386087,1.095380548,1.64019241,55396191,296243,1184972,0.08408651,2.49E+04,9.96E+04,3.86E+01,0.2354
2022-01-03,828234,1905,1.32215163,1.084892082,1.611298453,56438983,1042792,4171168,0.073795059,7.70E+04,3.08E+05,1.41E+02,0.2376
2022-01-04,830557,2323,1.302726003,1.073223898,1.581305673,57267794,828811,3315244,0.064740884,5.37E+04,2.15E+05,1.50E+02,0.2401
2022-01-05,832782,2225,1.282272612,1.060326075,1.550676806,57943576,675782,2703128,0.056788486,3.84E+04,1.54E+05,1.26E+02,0.2428
2022-01-06,834879,2097,1.260947988,1.046160624,1.519833371,58788182,844606,3378424,0.049812977,4.21E+04,1.68E+05,1.04E+02,0.2455
2022-01-07,837319,2440,1.238903639,1.030711355,1.48914846,59667177,878995,3515980,0.043700529,3.84E+04,1.54E+05,1.07E+02,0.2485
2022-01-08,838192,873,1.21628589,1.013992125,1.458937728,60075853,408676,1634704,0.038348326,1.57E+04,6.27E+04,3.35E+01,0.2504
2022-01-09,838813,621,1.193234806,0.996053258,1.429450975,60569265,493412,1973648,0.033664186,1.66E+04,6.64E+04,2.09E+01,0.2512
2022-01-10,840861,2048,1.169882736,0.976985201,1.400866271,61923770,1354505,5418020,0.029565966,4.00E+04,1.60E+05,6.06E+01,0.2535
2022-01-11,843380,2519,1.146354403,0.956919811,1.373290011,62709985,786215,3144860,0.025980828,2.04E+04,8.17E+04,6.54E+01,0.2558
2022-01-12,846231,2851,1.122768466,0.936028582,1.346763393,63563852,853867,3415468,0.022844452,1.95E+04,7.80E+04,6.51E+01,0.2582
2022-01-13,848792,2561,1.099234424,0.914512906,1.321267651,64429141,865289,3461156,0.020100229,1.74E+04,6.96E+04,5.15E+01,0.2605
2022-01-14,851588,2796,1.075854155,0.892595275,1.296737947,65308292,879151,3516604,0.017698468,1.56E+04,6.22E+04,4.95E+01,0.2633
2022-01-15,852597,1009,1.052721915,0.870507916,1.273076798,65724593,416301,1665204,0.015595648,6.49E+03,2.60E+04,1.57E+01,0.2648
2022-01-16,853363,766,1.029924486,0.848481984,1.25016732,66210693,486100,1944400,0.013753717,6.69E+03,2.67E+04,1.05E+01,0.2654
2022-01-17,854402,1039,1.007540884,0.82673809,1.227884194,66870941,660248,2640992,0.012139451,8.02E+03,3.21E+04,1.26E+01,0.2669
2022-01-18,857136,2734,0.985643096,0.805480072,1.206103475,68003787,1132846,4531384,0.010723868,1.21E+04,4.86E+04,2.93E+01,0.2686
2022-01-19,860621,3485,0.964296467,0.784890941,1.184709402,68913628,909841,3639364,0.009481711,8.63E+03,3.45E+04,3.30E+01,0.2702
2022-01-20,863551,2930,0.943560408,0.765131264,1.163599352,69644507,730879,2923516,0.008390975,6.13E+03,2.45E+04,2.46E+01,0.2718
2022-01-21,866932,3381,0.923488028,0.746338341,1.142685684,70450244,805737,3222948,0.007432499,5.99E+03,2.40E+04,2.51E+01,0.2738
2022-01-22,867964,1032,0.904126893,0.728627413,1.121897729,70760203,309959,1239836,0.006589597,2.04E+03,8.17E+03,6.80E+00,0.2749
2022-01-23,868706,742,0.885519979,0.712093636,1.101183319,71131122,370919,1483676,0.005847742,2.17E+03,8.68E+03,4.34E+00,0.2754
2022-01-24,870881,2175,0.867705439,0.696813281,1.080508579,72039869,908747,3634988,0.005194285,4.72E+03,1.89E+04,1.13E+01,0.2767
2022-01-25,874038,3157,0.850717334,0.682845519,1.059859018,72532127,492258,1969032,0.004618207,2.27E+03,9.09E+03,1.46E+01,0.278
2022-01-26,877900,3862,0.834578256,0.670210444,1.039256955,73209225,677098,2708392,0.004109908,2.78E+03,1.11E+04,1.59E+01,0.2792
2022-01-27,880520,2620,0.819272774,0.658820815,1.01880187,73712510,503285,2013140,0.00366102,1.84E+03,7.37E+03,9.59E+00,0.2805
2022-01-28,884607,4087,0.804777833,0.648563034,0.998618987,74325157,612647,2450588,0.003264249,2.00E+03,8.00E+03,1.33E+01,0.2821
2022-01-29,885821,1214,0.791071585,0.639323029,0.978838905,74507829,182672,730688,0.002913227,5.32E+02,2.13E+03,3.54E+00,0.2828
2022-01-30,886310,489,0.778133857,0.630987323,0.959595031,74708840,201011,804044,0.002602399,5.23E+02,2.09E+03,1.27E+00,0.2831
2022-01-31,888905,2595,0.765945409,0.623442829,0.941020318,75244152,535312,2141248,0.00232691,1.25E+03,4.98E+03,6.04E+00,0.2841
2022-02-01,892252,3347,0.754488081,0.616577334,0.923245526,75570589,326437,1305748,0.002082518,6.80E+02,2.72E+03,6.97E+00,0.285
2022-02-02,895867,3615,0.743745944,0.610281074,0.906398795,75897686,327097,1308388,0.001865511,6.10E+02,2.44E+03,6.74E+00,0.2858
2022-02-03,898353,2486,0.733703796,0.604446657,0.890601767,76171309,273623,1094492,0.001672643,4.58E+02,1.83E+03,4.16E+00,0.2866
2022-02-04,902482,4129,0.724347793,0.59897143,0.875967867,76526048,354739,1418956,0.001501069,5.32E+02,2.13E+03,6.20E+00,0.2876
2022-02-05,903411,929,0.715665335,0.593760066,0.862599055,76614468,88420,353680,0.001348295,1.19E+02,4.77E+02,1.25E+00,0.2882
2022-02-06,903881,470,0.707645656,0.588728534,0.850582817,76699490,85022,340088,0.001212134,1.03E+02,4.12E+02,5.70E-01,0.2884
2022-02-07,906747,2866,0.700278738,0.583807204,0.839986741,77042080,342590,1370360,0.001090665,3.74E+02,1.49E+03,3.13E+00,0.2891
2022-02-08,909748,3001,0.693555327,0.5789449,0.830854529,77255897,213817,855268,0.000982202,2.10E+02,8.40E+02,2.95E+00,0.2898
2022-02-09,913083,3335,0.687469127,0.574114074,0.82320539,77443048,187151,748604,0.00088526,1.66E+02,6.63E+02,2.95E+00,0.2905
2022-02-10,916336,3253,0.682014318,0.569310689,0.817029329,77613413,170365,681460,0.000798535,1.36E+02,5.44E+02,2.60E+00,0.2912
2022-02-11,919044,2708,0.677186356,0.564554881,0.812288363,77821582,208169,832676,0.000720878,1.50E+02,6.00E+02,1.95E+00,0.2921
2022-02-12,919870,826,0.672982162,0.559889081,0.808919134,77874376,52794,211176,0.000651273,3.44E+01,1.38E+02,5.38E-01,0.2926
2022-02-13,920454,584,0.669400824,0.555374861,0.806837858,77933572,59196,236784,0.000588828,3.49E+01,1.39E+02,3.44E-01,0.2928
2022-02-14,923630,3176,0.666442041,0.551086933,0.805943614,78100771,167199,668796,0.000532754,8.91E+01,3.56E+02,1.69E+00,0.2933
2022-02-15,926228,2598,0.664106496,0.547108572,0.806124159,78211154,110383,441532,0.000482353,5.32E+01,2.13E+02,1.25E+00,0.2938
2022-02-16,929413,3185,0.662398301,0.543529251,0.807263837,78324961,113807,455228,0.000437008,4.97E+01,1.99E+02,1.39E+00,0.2944
2022-02-17,932360,2947,0.661322145,0.540438808,0.809244215,78426229,101268,405072,0.000396174,4.01E+01,1.60E+02,1.17E+00,0.295
2022-02-18,934862,2502,0.660884494,0.537926035,0.811948644,78570116,143887,575548,0.000359368,5.17E+01,2.07E+02,8.99E-01,0.2958
2022-02-19,935550,688,0.661093329,0.536077031,0.815264158,78602274,32158,128632,0.000326161,1.05E+01,4.20E+01,2.24E-01,0.2962
2022-02-20,935998,448,0.661960084,0.534976135,0.819085422,78625816,23542,94168,0.000296172,6.97E+00,2.79E+01,1.33E-01,0.2964
2022-02-21,936900,902,0.663496622,0.534703349,0.823312157,78705461,79645,318580,0.000269065,2.14E+01,8.57E+01,2.43E-01,0.2968
2022-02-22,939072,2172,0.665715667,0.535334883,0.827850685,78794643,89182,356728,0.000244541,2.18E+01,8.72E+01,5.31E-01,0.2973
2022-02-23,942164,3092,0.668634535,0.53694635,0.83261976,78878687,84044,336176,0.000222331,1.87E+01,7.47E+01,6.87E-01,0.2978
2022-02-24,945120,2956,0.672272754,0.539610829,0.83754927,78945215,66528,266112,0.0002022,1.35E+01,5.38E+01,5.98E-01,0.2983
2022-02-25,947201,2081,0.676644005,0.543378323,0.842593623,79018857,73642,294568,0.000183935,1.35E+01,5.42E+01,3.83E-01,0.2988
2022-02-26,947965,764,0.681732359,0.54821464,0.847768329,79066699,47842,191368,0.00016735,8.01E+00,3.20E+01,1.28E-01,0.2992
2022-02-27,948192,227,0.687516443,0.554060511,0.853117755,79085232,18533,74132,0.000152276,2.82E+00,1.13E+01,3.46E-02,0.2993
2022-02-28,950322,2130,0.69397582,0.560850121,0.858700784,79181996,96764,387056,0.000138563,1.34E+01,5.36E+01,2.95E-01,0.2998
2022-03-01,952086,1764,0.701086212,0.568506794,0.864583998,79228450,46454,185816,0.000126079,5.86E+00,2.34E+01,2.22E-01,0.3002
2022-03-02,954185,2099,0.708831764,0.57695228,0.870856199,79281474,53024,212096,0.000114704,6.08E+00,2.43E+01,2.41E-01,0.3006
2022-03-03,955892,1707,0.717191553,0.586095299,0.877611072,79329961,48487,193948,0.000104332,5.06E+00,2.02E+01,1.78E-01,0.301
2022-03-04,957610,1718,0.726144846,0.595835592,0.884952735,79380604,50643,202572,9.49E-05,4.80E+00,1.92E+01,1.63E-01,0.3014
2022-03-05,957920,310,0.735671069,0.606064397,0.892994086,79395871,15267,61068,8.62E-05,1.32E+00,5.27E+00,2.67E-02,0.3017
2022-03-06,958135,215,0.745750909,0.616666881,0.9018555,79408495,12624,50496,7.83E-05,9.89E-01,3.96E+00,1.68E-02,0.3018
2022-03-07,959834,1699,0.756361202,0.627520758,0.911654731,79469829,61334,245336,7.11E-05,4.36E+00,1.74E+01,1.21E-01,0.3021
2022-03-08,961251,1417,0.767472222,0.638498284,0.922498348,79499165,29336,117344,6.45E-05,1.89E+00,7.57E+00,9.14E-02,0.3024
2022-03-09,963275,2024,0.779066875,0.649487884,0.934498103,79536060,36895,147580,5.85E-05,2.16E+00,8.63E+00,1.18E-01,0.3027
2022-03-10,965037,1762,0.791116454,0.660380617,0.947734122,79581728,45668,182672,5.29E-05,2.42E+00,9.67E+00,9.33E-02,0.303
2022-03-11,966698,1661,0.803590665,0.671085153,0.962259341,79630488,48760,195040,4.79E-05,2.34E+00,9.34E+00,7.95E-02,0.3033
2022-03-12,966978,280,0.816460253,0.681535716,0.978095981,79641006,10518,42072,4.33E-05,4.55E-01,1.82E+00,1.21E-02,0.3035
2022-03-13,967174,196,0.829696866,0.691695769,0.995230737,79652314,11308,45232,3.90E-05,4.41E-01,1.77E+00,7.65E-03,0.3036
2022-03-14,968469,1295,0.843262381,0.701550356,1.013600004,79686584,34270,137080,3.52E-05,1.21E+00,4.82E+00,4.55E-02,0.3039
2022-03-15,969549,1080,0.857111501,0.711107001,1.033093647,79710097,23513,94052,3.16E-05,7.44E-01,2.98E+00,3.42E-02,0.3042
2022-03-16,971397,1848,0.87121089,0.720408223,1.053580998,79761332,51235,204940,2.84E-05,1.46E+00,5.82E+00,5.25E-02,0.3045
2022-03-17,972891,1494,0.885511141,0.729503608,1.074881566,79813357,52025,208100,2.55E-05,1.32E+00,5.30E+00,3.80E-02,0.3048
2022-03-18,973940,1049,0.899970022,0.738464066,1.096798176,79844989,31632,126528,2.28E-05,7.21E-01,2.88E+00,2.39E-02,0.3051
2022-03-19,974226,286,0.914540918,0.747367501,1.119108189,79856111,11122,44488,2.04E-05,2.26E-01,9.05E-01,5.82E-03,0.3053
2022-03-20,974314,88,0.929170706,0.75629306,1.14156568,79867776,11665,46660,1.81E-05,2.12E-01,8.46E-01,1.60E-03,0.3055
2022-03-21,975365,1051,0.943799356,0.765317617,1.163905293,79908821,41045,164180,1.61E-05,6.62E-01,2.65E+00,1.70E-02,0.3057
2022-03-22,976139,774,0.958356412,0.774510444,1.185841998,79930050,21229,84916,1.43E-05,3.04E-01,1.22E+00,1.11E-02,0.306
2022-03-23,977779,1640,0.972793497,0.783957438,1.207115516,79969950,39900,159600,1.27E-05,5.06E-01,2.02E+00,2.08E-02,0.3063
2022-03-24,978646,867,0.987036354,0.793720469,1.227435606,80012001,42051,168204,1.12E-05,4.71E-01,1.89E+00,9.72E-03,0.3066
2022-03-25,979491,845,1.001017547,0.803861972,1.246527592,80056416,44415,177660,9.88E-06,4.39E-01,1.76E+00,8.35E-03,0.3069
2022-03-26,979641,150,1.0146662,0.814434368,1.264125802,80066111,9695,38780,8.70E-06,8.43E-02,3.37E-01,1.30E-03,0.3071
2022-03-27,979702,61,1.027924558,0.825469678,1.280033567,80078147,12036,48144,7.63E-06,9.19E-02,3.68E-01,4.66E-04,0.3072
2022-03-28,980722,1020,1.040765343,0.836926711,1.294250124,80115859,37712,150848,6.69E-06,2.52E-01,1.01E+00,6.82E-03,0.3074
2022-03-29,981483,761,1.053165977,0.848728725,1.306846985,80138918,23059,92236,5.85E-06,1.35E-01,5.39E-01,4.45E-03,0.3077
2022-03-30,982627,1144,1.065132965,0.860804194,1.31796318,80177035,38117,152468,5.10E-06,1.94E-01,7.78E-01,5.84E-03,0.3086
2022-03-31,983142,515,1.076651666,0.873047008,1.327739285,80221585,44550,178200,4.44E-06,1.98E-01,7.92E-01,2.29E-03,0.3098
2022-04-01,983972,830,1.087716131,0.88534103,1.336351012,80252748,31163,124652,3.86E-06,1.20E-01,4.81E-01,3.21E-03,0.3113
2022-04-02,984131,159,1.098326301,0.897558754,1.344001892,80264828,12080,48320,3.35E-06,4.05E-02,1.62E-01,5.33E-04,0.312
2022-04-03,984191,60,1.108478717,0.909555314,1.350907468,80269842,5014,20056,2.90E-06,1.45E-02,5.82E-02,1.74E-04,0.3125
2022-04-04,984776,585,1.118167707,0.921172079,1.357291489,80307960,38118,152472,2.51E-06,9.56E-02,3.82E-01,1.47E-03,0.3137
2022-04-05,985286,510,1.127369356,0.932227572,1.363359874,80332930,24970,99880,2.17E-06,5.41E-02,2.16E-01,1.10E-03,0.315
2022-04-06,986388,1102,1.136103156,0.942574464,1.369367015,80372860,39930,159720,1.87E-06,7.45E-02,2.98E-01,2.06E-03,0.3164
2022-04-07,987245,857,1.14436105,0.952049122,1.375519585,80422532,49672,198688,1.61E-06,7.98E-02,3.19E-01,1.38E-03,0.3177
2022-04-08,987861,616,1.152143112,0.96051054,1.382008522,80495710,73178,292712,1.38E-06,1.01E-01,4.04E-01,8.51E-04,0.3193
2022-04-09,988030,169,1.15945043,0.967844637,1.388988737,80508766,13056,52224,1.19E-06,1.55E-02,6.19E-02,2.00E-04,0.32
2022-04-10,988060,30,1.166297256,0.973983788,1.396583093,80518573,9807,39228,1.02E-06,9.97E-03,3.99E-02,3.05E-05,0.3204
2022-04-11,988386,326,1.172678997,0.978887096,1.404836201,80556687,38114,152456,8.71E-07,3.32E-02,1.33E-01,2.84E-04,0.3218
2022-04-12,988986,600,1.178583099,0.982552828,1.4137236,80591910,35223,140892,7.46E-07,2.63E-02,1.05E-01,4.47E-04,0.3232
2022-04-13,989914,928,1.184024753,0.985047272,1.423195268,80647978,56068,224272,6.38E-07,3.58E-02,1.43E-01,5.92E-04,0.3246
2022-04-14,990656,742,1.189006101,0.986465741,1.433131886,80695831,47853,191412,5.45E-07,2.61E-02,1.04E-01,4.04E-04,0.3259
2022-04-15,991096,440,1.193538087,0.986942961,1.443379427,80730300,34469,137876,4.65E-07,1.60E-02,6.42E-02,2.05E-04,0.3272
2022-04-16,991150,54,1.19762754,0.986633135,1.453743719,80743119,12819,51276,3.97E-07,5.09E-03,2.04E-02,2.14E-05,0.3278
2022-04-17,991162,12,1.201282506,0.98570527,1.464007248,80751042,7923,31692,3.39E-07,2.68E-03,1.07E-02,4.06E-06,0.3279
2022-04-18,991401,239,1.204508281,0.98433187,1.473933988,80810593,59551,238204,2.89E-07,1.72E-02,6.87E-02,6.90E-05,0.329
2022-04-19,991855,454,1.207291749,0.9826698,1.483258534,80849092,38499,153996,2.46E-07,9.46E-03,3.78E-02,1.12E-04,0.3303
2022-04-20,992727,872,1.209667206,0.980909162,1.491773965,80916866,67774,271096,2.09E-07,1.42E-02,5.67E-02,1.82E-04,0.3315
2022-04-21,993140,413,1.211634571,0.97920317,1.499237727,80977349,60483,241932,1.78E-07,1.08E-02,4.31E-02,7.36E-05,0.3327
2022-04-22,993650,510,1.213207768,0.977705405,1.505436177,81065925,88576,354304,1.52E-07,1.34E-02,5.37E-02,7.73E-05,0.3338
2022-04-23,993718,68,1.214393501,0.976551056,1.510163311,81086628,20703,82812,1.29E-07,2.67E-03,1.07E-02,8.76E-06,0.3344
2022-04-24,993750,32,1.215210725,0.975871329,1.513249813,81100611,13983,55932,1.10E-07,1.53E-03,6.13E-03,3.51E-06,0.3347
2022-04-25,994013,263,1.215666348,0.975772442,1.514538232,81168415,67804,271216,9.32E-08,6.32E-03,2.53E-02,2.45E-05,0.3356
2022-04-26,994335,322,1.215757855,0.976311285,1.513930223,81213305,44890,179560,7.92E-08,3.55E-03,1.42E-02,2.55E-05,0.3367
2022-04-27,995120,785,1.215512511,0.977452058,1.511553075,81303117,89812,359248,6.73E-08,6.04E-03,2.42E-02,5.28E-05,0.3378
2022-04-28,995548,428,1.214937804,0.979101304,1.50758033,81380091,76974,307896,5.72E-08,4.40E-03,1.76E-02,2.45E-05,0.3388
2022-04-29,995954,406,1.214053124,0.981159942,1.502227032,81441344,61253,245012,4.86E-08,2.97E-03,1.19E-02,1.97E-05,0.34
2022-04-30,996086,132,1.212872999,0.983511314,1.495723426,81466441,25097,100388,4.13E-08,1.04E-03,4.14E-03,5.45E-06,0.3405
2022-05-01,996109,23,1.211412709,0.986026981,1.488317035,81483804,17363,69452,3.50E-08,6.09E-04,2.43E-03,8.06E-07,0.3408
2022-05-02,996404,295,1.209685182,0.988565657,1.480264086,81577677,93873,375492,2.98E-08,2.79E-03,1.12E-02,8.78E-06,0.3416
2022-05-03,996857,453,1.20769299,0.990968682,1.471814785,81627341,49664,198656,2.53E-08,1.26E-03,5.02E-03,1.15E-05,0.3426
2022-05-04,998794,1937,1.205466735,0.993094587,1.463254426,81739690,112349,449396,2.15E-08,2.41E-03,9.65E-03,4.16E-05,0.3435
2022-05-05,999094,300,1.203013114,0.994781137,1.454833128,81827903,88213,352852,1.82E-08,1.61E-03,6.44E-03,5.47E-06,0.3444
2022-05-06,999452,358,1.200352116,0.995882003,1.446803132,81956955,129052,516208,1.55E-08,2.00E-03,8.00E-03,5.55E-06,0.3454
2022-05-07,999663,211,1.197495851,0.996257124,1.439383747,81986006,29051,116204,1.32E-08,3.82E-04,1.53E-03,2.78E-06,0.3459
2022-05-08,999693,30,1.194464251,0.995794616,1.432770196,81992619,6613,26452,1.12E-08,7.39E-05,2.96E-04,3.35E-07,0.3461
2022-05-09,999943,250,1.191270804,0.994408014,1.427106488,82121797,129178,516712,9.50E-09,1.23E-03,4.91E-03,2.37E-06,0.3469
2022-05-10,1000269,326,1.187916728,0.992039236,1.422470103,82192316,70519,282076,8.07E-09,5.69E-04,2.28E-03,2.63E-06,0.3479
2022-05-11,1000942,673,1.184430864,0.988697095,1.418914325,82353337,161021,644084,6.86E-09,1.10E-03,4.42E-03,4.62E-06,0.3488
2022-05-12,1001255,313,1.180821685,0.984418609,1.416409482,82458677,105340,421360,5.83E-09,6.14E-04,2.46E-03,1.82E-06,0.3498
2022-05-13,1001456,201,1.177108067,0.979291851,1.41488301,82545938,87261,349044,4.95E-09,4.32E-04,1.73E-03,9.95E-07,0.3508
2022-05-14,1001522,66,1.173303176,0.973436055,1.414207266,82564426,18488,73952,4.21E-09,7.78E-05,3.11E-04,2.78E-07,0.3513
2022-05-15,1001559,37,1.169422247,0.966999297,1.414218601,82597555,33129,132516,3.58E-09,1.18E-04,4.74E-04,1.32E-07,0.3516
2022-05-16,1001802,243,1.165476659,0.960143968,1.41472101,82774479,176924,707696,3.04E-09,5.38E-04,2.15E-03,7.38E-07,0.3524
2022-05-17,1002197,395,1.161472205,0.953036358,1.415494459,82859805,85326,341304,2.58E-09,2.20E-04,8.82E-04,1.02E-06,0.3533
2022-05-18,1003147,950,1.157435413,0.945860662,1.416336243,83063638,203833,815332,2.20E-09,4.47E-04,1.79E-03,2.09E-06,0.3543
2022-05-19,1003504,357,1.15337316,0.938780006,1.417019575,83199187,135549,542196,1.87E-09,2.53E-04,1.01E-03,6.66E-07,0.3552
2022-05-20,1003903,399,1.149302236,0.931956791,1.417335698,83347968,148781,595124,1.59E-09,2.36E-04,9.44E-04,6.33E-07,0.3564
2022-05-21,1003998,95,1.145234351,0.925537978,1.41708039,83376122,28154,112616,1.35E-09,3.79E-05,1.52E-04,1.28E-07,0.357
2022-05-22,1004045,47,1.141184201,0.919660306,1.416067838,83389299,13177,52708,1.15E-09,1.51E-05,6.04E-05,5.38E-08,0.3573
2022-05-23,1004289,244,1.137163683,0.914444898,1.414127023,83538499,149200,596800,9.73E-10,1.45E-04,5.81E-04,2.38E-07,0.3582
2022-05-24,1004633,344,1.13317827,0.909993876,1.411100697,83622359,83860,335440,8.27E-10,6.94E-05,2.77E-04,2.85E-07,0.3592
2022-05-25,1005711,1078,1.129247966,0.90640648,1.406875389,83833099,210740,842960,7.03E-10,1.48E-04,5.92E-04,7.58E-07,0.3601
2022-05-26,1006078,367,1.125379772,0.903733022,1.401386915,83968629,135530,542120,5.97E-10,8.09E-05,3.24E-04,2.19E-07,0.361
2022-05-27,1006602,524,1.121583409,0.901919402,1.394746958,84076461,107832,431328,5.07E-10,5.47E-05,2.19E-04,2.66E-07,0.362
2022-05-28,1006649,47,1.117862763,0.900870745,1.387121476,84090734,14273,57092,4.31E-10,6.15E-06,2.46E-05,2.02E-08,0.3624
2022-05-29,1006668,19,1.114223335,0.900482,1.378699007,84097861,7127,28508,3.66E-10,2.61E-06,1.04E-05,6.95E-09,0.3626
2022-05-30,1006710,42,1.110668886,0.900636436,1.369681844,84160373,62512,250048,3.10E-10,1.94E-05,7.76E-05,1.30E-08,0.3627
2022-05-31,1007077,367,1.107199592,0.90120501,1.360279764,84327544,167171,668684,2.63E-10,4.40E-05,1.76E-04,9.66E-08,0.3635
2022-06-01,1007741,664,1.103818755,0.902052826,1.350714513,84556267,228723,914892,2.23E-10,5.11E-05,2.04E-04,1.48E-07,0.3643
2022-06-02,1008082,341,1.100536064,0.903043416,1.34121971,84678587,122320,489280,1.89E-10,2.31E-05,9.26E-05,6.45E-08,0.3651
2022-06-03,1008454,372,1.097357966,0.904033376,1.332024389,84835573,156986,627944,1.60E-10,2.52E-05,1.01E-04,5.96E-08,0.366
