date,cum_deaths,daily_deaths,rt,rt_lower,rt_upper,cum_cases,daily_cases,daily_inf,FracDelta,Delta_cases,Delta_inf,Delta_deaths,Frac_boosted
2022-06-04,1008638,184,1.094285704,0.904874422,1.323345178,84863718,28145,112580,1.36E-10,3.82E-06,1.53E-05,2.50E-08,0.3664
2022-06-05,1008672,34,1.091325578,0.905427038,1.31539204,84880100,16382,65528,1.15E-10,1.88E-06,7.53E-06,3.91E-09,0.3666
2022-06-06,1008951,279,1.088481188,0.905560769,1.308350955,85039922,159822,639288,9.72E-11,1.55E-05,6.21E-05,2.71E-08,0.3672
2022-06-07,1009432,481,1.085750498,0.905159497,1.302371735,85126555,86633,346532,8.22E-11,7.12E-06,2.85E-05,3.95E-08,0.3679
2022-06-08,1010606,1174,1.083144795,0.904145207,1.297582112,85325154,198599,794396,6.94E-11,1.38E-05,5.51E-05,8.15E-08,0.3686
2022-06-09,1010927,321,1.080664961,0.902465232,1.294051801,85457093,131939,527756,5.86E-11,7.73E-06,3.09E-05,1.88E-08,0.3693
2022-06-10,1011287,360,1.078318019,0.900110706,1.291807489,85563254,106161,424644,4.94E-11,5.24E-06,2.10E-05,1.78E-08,0.37
2022-06-11,1011404,117,1.076107765,0.8971101,1.290820294,85598649,35395,141580,4.16E-11,1.47E-06,5.89E-06,4.87E-09,0.3703
2022-06-12,1011434,30,1.074038888,0.893530344,1.291013273,85616523,17874,71496,3.50E-11,6.26E-07,2.51E-06,1.05E-09,0.3705
2022-06-13,1011705,271,1.072115283,0.889469904,1.292265399,85768092,151569,606276,2.95E-11,4.47E-06,1.79E-05,7.99E-09,0.371
2022-06-14,1012089,384,1.070335357,0.885047305,1.294414175,85858269,90177,360708,2.48E-11,2.23E-06,8.93E-06,9.51E-09,0.3716
2022-06-15,1012785,696,1.068710196,0.880407841,1.297286815,86043157,184888,739552,2.08E-11,3.84E-06,1.54E-05,1.45E-08,0.3722
2022-06-16,1013234,449,1.06724116,0.875697123,1.300682238,86173188,130031,520124,1.74E-11,2.27E-06,9.07E-06,7.83E-09,0.3728
2022-06-17,1013551,317,1.065935023,0.871067001,1.304397333,86312000,138812,555248,1.46E-11,2.03E-06,8.11E-06,4.63E-09,0.3734
2022-06-18,1013594,43,1.064795337,0.866663449,1.30822306,86329794,17794,71176,1.22E-11,2.18E-07,8.70E-07,5.26E-10,0.3737
2022-06-19,1013648,54,1.063828439,0.86262807,1.311957013,86347944,18150,72600,1.02E-11,1.86E-07,7.42E-07,5.52E-10,0.3738
2022-06-20,1013720,72,1.063037668,0.859091273,1.315400493,86443987,96043,384172,8.54E-12,8.20E-07,3.28E-06,6.15E-10,0.3743
2022-06-21,1014196,476,1.062423026,0.856170863,1.318361481,86555173,111186,444744,7.13E-12,7.92E-07,3.17E-06,3.39E-09,0.3748
2022-06-22,1015038,842,1.061992261,0.853980339,1.320671578,86740533,185360,741440,5.94E-12,1.10E-06,4.40E-06,5.00E-09,0.3753
2022-06-23,1015431,393,1.061749981,0.852619582,1.322175852,86879240,138707,554828,4.95E-12,6.86E-07,2.74E-06,1.94E-09,0.3758
2022-06-24,1015863,432,1.061703503,0.852178822,1.322743887,86996447,117207,468828,4.12E-12,4.82E-07,1.93E-06,1.78E-09,0.3764
2022-06-25,1016028,165,1.061853255,0.852708231,1.322295592,87037562,41115,164460,3.42E-12,1.41E-07,5.63E-07,5.64E-10,0.3766
2022-06-26,1016050,22,1.062186106,0.85414741,1.320895327,87060024,22462,89848,2.84E-12,6.38E-08,2.55E-07,6.25E-11,0.3767
2022-06-27,1016347,297,1.062684099,0.856397457,1.318660495,87219959,159935,639740,2.36E-12,3.77E-07,1.51E-06,7.00E-10,0.3772
2022-06-28,1016924,577,1.063323937,0.859343138,1.315723307,87317769,97810,391240,1.95E-12,1.91E-07,7.64E-07,1.13E-09,0.3776
2022-06-29,1017630,706,1.064094999,0.862868123,1.312249389,87507662,189893,759572,1.62E-12,3.07E-07,1.23E-06,1.14E-09,0.3781
2022-06-30,1017377,-253,1.064977069,0.866837508,1.308406878,87675415,167753,671012,1.34E-12,2.25E-07,8.99E-07,-3.39E-10,0.3786
2022-07-01,1017872,495,1.065954439,0.87110987,1.304380658,87832253,156838,627352,1.11E-12,1.74E-07,6.95E-07,5.49E-10,0.3791
2022-07-02,1017929,57,1.067009606,0.875533406,1.300361005,87852832,20579,82316,9.16E-13,1.89E-08,7.54E-08,5.22E-11,0.3793
2022-07-03,1017937,8,1.068126599,0.879950866,1.296543336,87861491,8659,34636,7.57E-13,6.55E-09,2.62E-08,6.05E-12,0.3794
2022-07-04,1018017,80,1.06928698,0.884199846,1.293117898,87937948,76457,305828,6.25E-13,4.78E-08,1.91E-07,5.00E-11,0.3794
2022-07-05,1018479,462,1.070468958,0.888117194,1.290261913,88079364,141416,565664,5.16E-13,7.29E-08,2.92E-07,2.38E-10,0.3798
2022-07-06,1019225,746,1.071655284,0.891552352,1.288140899,88279768,200404,801616,4.25E-13,8.53E-08,3.41E-07,3.17E-10,0.3803
2022-07-07,1020315,1090,1.072830598,0.894373268,1.286896123,88418829,139061,556244,3.51E-13,4.88E-08,1.95E-07,3.82E-10,0.3808
2022-07-08,1020798,483,1.07397899,0.896472858,1.286632227,88556536,137707,550828,2.89E-13,3.98E-08,1.59E-07,1.40E-10,0.3813
2022-07-09,1020897,99,1.075081034,0.897774179,1.287405294,88585837,29301,117204,2.38E-13,6.98E-09,2.79E-08,2.36E-11,0.3816
2022-07-10,1020929,32,1.076120115,0.898241166,1.289224482,88610605,24768,99072,1.96E-13,4.86E-09,1.95E-08,6.28E-12,0.3817
2022-07-11,1021386,457,1.077077185,0.897876423,1.29204335,88811480,200875,803500,1.62E-13,3.25E-08,1.30E-07,7.39E-11,0.3822
2022-07-12,1021965,579,1.077927722,0.896717098,1.295757799,88959681,148201,592804,1.33E-13,1.97E-08,7.90E-08,7.72E-11,0.3828
2022-07-13,1022921,956,1.078661106,0.894846045,1.300234591,89163998,204317,817268,1.10E-13,2.24E-08,8.97E-08,1.05E-10,0.3834
2022-07-14,1023316,395,1.079257454,0.892365186,1.305291454,89339450,175452,701808,9.04E-14,1.59E-08,6.34E-08,3.57E-11,0.3841
2022-07-15,1023808,492,1.079699037,0.889396724,1.310719929,89492643,153193,612772,7.45E-14,1.14E-08,4.56E-08,3.66E-11,0.3849
2022-07-16,1023880,72,1.079967685,0.886072917,1.316291444,89532095,39452,157808,6.13E-14,2.42E-09,9.68E-09,4.42E-12,0.3853
2022-07-17,1023934,54,1.080046346,0.882530398,1.321767626,89561931,29836,119344,5.05E-14,1.51E-09,6.03E-09,2.73E-12,0.3855
2022-07-18,1024368,434,1.079916241,0.878902351,1.326904049,89726778,164847,659388,4.16E-14,6.86E-09,2.75E-08,1.81E-11,0.3862
2022-07-19,1025002,634,1.079555244,0.875313257,1.331454214,89843975,117197,468788,3.43E-14,4.02E-09,1.61E-08,2.17E-11,0.3869
2022-07-20,1025888,886,1.07895028,0.871886254,1.335189885,90060378,216403,865612,2.83E-14,6.12E-09,2.45E-08,2.51E-11,0.3875
2022-07-21,1026400,512,1.078082058,0.868728934,1.337886743,90236138,175760,703040,2.33E-14,4.10E-09,1.64E-08,1.19E-11,0.3882
2022-07-22,1026948,548,1.076934999,0.865940169,1.339340792,90367542,131404,525616,1.92E-14,2.53E-09,1.01E-08,1.05E-11,0.3889
2022-07-23,1027050,102,1.075492213,0.863604973,1.33936642,90394143,26601,106404,1.59E-14,4.22E-10,1.69E-09,1.62E-12,0.3893
2022-07-24,1027082,32,1.073737746,0.861795019,1.337803911,90417634,23491,93964,1.31E-14,3.07E-10,1.23E-09,4.19E-13,0.3894
2022-07-25,1027505,423,1.071660979,0.86054874,1.334563867,90607493,189859,759436,1.08E-14,2.05E-09,8.20E-09,4.57E-12,0.39
2022-07-26,1028057,552,1.069273558,0.859819212,1.329751563,90739588,132095,528380,8.92E-15,1.18E-09,4.71E-09,4.92E-12,0.3906
2022-07-27,1028991,934,1.066605065,0.859537581,1.323556282,90979365,239777,959108,7.37E-15,1.77E-09,7.06E-09,6.88E-12,0.3911
2022-07-28,1029420,429,1.063676902,0.859615848,1.316179261,91156742,177377,709508,6.09E-15,1.08E-09,4.32E-09,2.61E-12,0.3917
2022-07-29,1030024,604,1.060514173,0.859957943,1.307843389,91315977,159235,636940,5.03E-15,8.01E-10,3.20E-09,3.04E-12,0.3922
2022-07-30,1030075,51,1.057139799,0.860456251,1.298781376,91332204,16227,64908,4.16E-15,6.75E-11,2.70E-10,2.12E-13,0.3924
2022-07-31,1030088,13,1.053578201,0.860996001,1.289235984,91345425,13221,52884,3.44E-15,4.55E-11,1.82E-10,4.48E-14,0.3925
2022-08-01,1030654,566,1.049851609,0.861454174,1.279450995,91515236,169811,679244,2.85E-15,4.84E-10,1.94E-09,1.61E-12,0.3929
2022-08-02,1031173,519,1.045977706,0.861700315,1.269663411,91606171,90935,363740,2.36E-15,2.15E-10,8.59E-10,1.23E-12,0.3934
2022-08-03,1032217,1044,1.041985048,0.861613169,1.260116349,91806570,200399,801596,1.96E-15,3.92E-10,1.57E-09,2.04E-12,0.3938
2022-08-04,1032881,664,1.037893264,0.861069753,1.251028065,91993893,187323,749292,1.62E-15,3.04E-10,1.22E-09,1.08E-12,0.3942
2022-08-05,1033568,687,1.03372593,0.859962582,1.242599761,92100011,106118,424472,1.35E-15,1.43E-10,5.71E-10,9.24E-13,0.3946
2022-08-06,1033641,73,1.02950572,0.858203186,1.235001273,92115152,15141,60564,1.12E-15,1.69E-11,6.76E-11,8.15E-14,0.3948
2022-08-07,1033673,32,1.025254288,0.855729553,1.228362805,92127889,12737,50948,9.27E-16,1.18E-11,4.72E-11,2.97E-14,0.3949
2022-08-08,1034167,494,1.020991698,0.852512046,1.222767528,92283082,155193,620772,7.70E-16,1.20E-10,4.78E-10,3.80E-13,0.3953
2022-08-09,1034816,649,1.016733316,0.848554819,1.218243787,92382841,99759,399036,6.40E-16,6.39E-11,2.55E-10,4.15E-13,0.3956
2022-08-10,1035729,913,1.012505782,0.843909875,1.214783697,92579320,196479,785916,5.32E-16,1.05E-10,4.18E-10,4.86E-13,0.396
2022-08-11,1036318,589,1.008326702,0.838657282,1.212322076,92742297,162977,651908,4.43E-16,7.22E-11,2.89E-10,2.61E-13,0.3963
2022-08-12,1036933,615,1.004217519,0.832910086,1.21075833,92838951,96654,386616,3.69E-16,3.56E-11,1.43E-10,2.27E-13,0.3967
2022-08-13,1037019,86,1.00019808,0.826802084,1.209958489,92922767,83816,335264,3.07E-16,2.57E-11,1.03E-10,2.64E-14,0.3968
2022-08-14,1037036,17,0.99628646,0.820479455,1.209764246,92932588,9821,39284,2.56E-16,2.51E-12,1.01E-11,4.35E-15,0.3969
2022-08-15,1037498,462,0.992502654,0.814096204,1.21000628,93055285,122697,490788,2.13E-16,2.62E-11,1.05E-10,9.86E-14,0.3972
2022-08-16,1038018,520,0.988860858,0.80780153,1.210502531,93147062,91777,367108,1.78E-16,1.63E-11,6.54E-11,9.26E-14,0.3975
2022-08-17,1039085,1067,0.985382561,0.801745939,1.211080398,93283935,136873,547492,1.49E-16,2.04E-11,8.14E-11,1.59E-13,0.3978
2022-08-18,1039734,649,0.98208519,0.796068828,1.211567752,93433063,149128,596512,1.24E-16,1.85E-11,7.41E-11,8.06E-14,0.3981
2022-08-19,1040298,564,0.978987002,0.7909007,1.211802631,93510612,77549,310196,1.04E-16,8.05E-12,3.22E-11,5.85E-14,0.3985
2022-08-20,1040373,75,0.976107357,0.786362483,1.211636609,93521828,11216,44864,8.68E-17,9.74E-13,3.89E-12,6.51E-15,0.3986
2022-08-21,1041161,788,0.973464321,0.78256322,1.210934478,93531703,9875,39500,7.26E-17,7.17E-13,2.87E-12,5.72E-14,0.3986
2022-08-22,1040905,-256,0.971074326,0.779599591,1.209576501,93660652,128949,515796,6.08E-17,7.84E-12,3.14E-11,-1.56E-14,0.3989
2022-08-23,1041521,616,0.968948618,0.777552622,1.207457088,93759938,99286,397144,5.09E-17,5.06E-12,2.02E-11,3.14E-14,0.3992
2022-08-24,1042451,930,0.967106472,0.776477687,1.204535487,93911627,151689,606756,4.27E-17,6.47E-12,2.59E-11,3.97E-14,0.3994
2022-08-25,1043101,650,0.965536044,0.776313961,1.200879926,94051288,139661,558644,3.58E-17,5.00E-12,2.00E-11,2.33E-14,0.3997
2022-08-26,1043771,670,0.964222694,0.776967557,1.196607756,94172008,120720,482880,3.00E-17,3.62E-12,1.45E-11,2.01E-14,0.3999
2022-08-27,1043843,72,0.963151359,0.77833427,1.191853649,94183881,11873,47492,2.52E-17,2.99E-13,1.20E-12,1.81E-15,0.4
2022-08-28,1043863,20,0.962308691,0.78030195,1.186768809,94192404,8523,34092,2.12E-17,1.80E-13,7.21E-13,4.23E-16,0.4001
2022-08-29,1044338,475,0.961678813,0.782747498,1.181512737,94298521,106117,424468,1.78E-17,1.89E-12,7.55E-12,8.44E-15,0.4003
2022-08-30,1044749,411,0.961241119,0.785535633,1.17624771,94374035,75514,302056,1.49E-17,1.13E-12,4.51E-12,6.14E-15,0.4005
2022-08-31,1046240,1491,0.960987177,0.788533817,1.171156307,94528255,154220,616880,1.26E-17,1.94E-12,7.76E-12,1.87E-14,0.4007
2022-09-01,1046956,716,0.960900329,0.791597702,1.166412486,94659072,130817,523268,1.06E-17,1.38E-12,5.54E-12,7.58E-15,0.4008
2022-09-02,1047407,451,0.960968862,0.794585159,1.162192804,94723711,64639,258556,8.91E-18,5.76E-13,2.30E-12,4.02E-15,0
2022-09-03,1047475,68,0.961179551,0.797355738,1.15866242,94735199,11488,45952,7.50E-18,8.62E-14,3.45E-13,5.10E-16,0
2022-09-04,1047489,14,0.961518347,0.799777381,1.155968591,94742681,7482,29928,6.32E-18,4.73E-14,1.89E-13,8.85E-17,0
2022-09-05,1047578,89,0.961970186,0.801733476,1.154232255,94776356,33675,134700,5.33E-18,1.80E-13,7.18E-13,4.75E-16,0
2022-09-06,1048183,605,0.962518176,0.803129675,1.153538797,94888803,112447,449788,4.50E-18,5.06E-13,2.02E-12,2.72E-15,0
2022-09-07,1048962,779,0.963145075,0.803901737,1.153932618,95012774,123971,495884,3.80E-18,4.71E-13,1.88E-12,2.96E-15,0
2022-09-08,1049673,711,0.963843597,0.804028661,1.155424583,95119998,107224,428896,3.21E-18,3.44E-13,1.38E-12,2.28E-15,0
2022-09-09,1050179,506,0.964600269,0.803520653,1.157971081,95220758,100760,403040,2.71E-18,2.73E-13,1.09E-12,1.37E-15,0
2022-09-10,1050261,82,0.965399766,0.802420846,1.161481175,95230918,10160,40640,2.29E-18,2.33E-14,9.30E-14,1.88E-16,0
2022-09-11,1050282,21,0.966230339,0.800804996,1.165828228,95239962,9044,36176,1.94E-18,1.75E-14,7.00E-14,4.07E-17,0
2022-09-12,1050733,451,0.967076311,0.7987685,1.170848114,95309350,69388,277552,1.64E-18,1.14E-13,4.55E-13,7.39E-16,0
2022-09-13,1051261,528,0.967917141,0.796418264,1.176346192,95389023,79673,318692,1.39E-18,1.10E-13,4.42E-13,7.32E-16,0
2022-09-14,1052202,941,0.968742793,0.79387832,1.18212398,95492224,103201,412804,1.17E-18,1.21E-13,4.84E-13,1.10E-15,0
2022-09-15,1052896,694,0.969539852,0.791272349,1.187969636,95575861,83637,334548,9.94E-19,8.31E-14,3.33E-13,6.90E-16,0
2022-09-16,1053302,406,0.970295296,0.788722191,1.193668661,95632097,56236,224944,8.42E-19,4.74E-14,1.89E-13,3.42E-16,0
2022-09-17,1053361,59,0.97099485,0.786343232,1.199006947,95640668,8571,34284,7.14E-19,6.12E-15,2.45E-14,4.21E-17,0
2022-09-18,1053385,24,0.97162532,0.784244142,1.203777895,95646159,5491,21964,6.05E-19,3.32E-15,1.33E-14,1.45E-17,0
2022-09-19,1053774,389,0.972171,0.782522562,1.207781728,95701850,55691,222764,5.14E-19,2.86E-14,1.14E-13,2.00E-16,0
2022-09-20,1054223,449,0.972609945,0.781261157,1.210824443,95771112,69262,277048,4.36E-19,3.02E-14,1.21E-13,1.96E-16,0
2022-09-21,1055189,966,0.972932622,0.780541661,1.212744859,95869476,98364,393456,3.70E-19,3.64E-14,1.46E-13,3.57E-16,0
2022-09-22,1055879,690,0.973125735,0.780430609,1.213398969,95950546,81070,324280,3.14E-19,2.55E-14,1.02E-13,2.17E-16,0
2022-09-23,1056276,397,0.973182947,0.780966055,1.21270962,96033830,83284,333136,2.67E-19,2.22E-14,8.89E-14,1.06E-16,0
2022-09-24,1056358,82,0.973117857,0.782106684,1.210779019,96043588,9758,39032,2.27E-19,2.21E-15,8.85E-15,1.86E-17,0
2022-09-25,1056376,18,0.972954588,0.783785943,1.207779545,96050333,6745,26980,1.93E-19,1.30E-15,5.20E-15,3.47E-18,0
2022-09-26,1056741,365,0.972712279,0.78592131,1.203898106,96095885,45552,182208,1.64E-19,7.47E-15,2.99E-14,5.98E-17,0
2022-09-27,1057193,452,0.972404526,0.788414895,1.199331175,96156934,61049,244196,1.39E-19,8.51E-15,3.40E-14,6.30E-17,0
2022-09-28,1058461,1268,0.972055553,0.791167463,1.194300881,96243479,86545,346180,1.19E-19,1.03E-14,4.11E-14,1.50E-16,0
2022-09-29,1059187,726,0.971687825,0.794069658,1.189035771,96328015,84536,338144,1.01E-19,8.53E-15,3.41E-14,7.33E-17,0
2022-09-30,1059507,320,0.971324156,0.79700551,1.183769251,96361580,33565,134260,8.59E-20,2.88E-15,1.15E-14,2.75E-17,0
2022-10-01,1059542,35,0.970987581,0.799855111,1.178734584,96369625,8045,32180,7.31E-20,5.88E-16,2.35E-15,2.56E-18,0
2022-10-02,1059560,18,0.970698302,0.80249618,1.174155364,96375509,5884,23536,6.23E-20,3.66E-16,1.47E-15,1.12E-18,0
2022-10-03,1059851,291,0.970475145,0.804810765,1.17024032,96416999,41490,165960,5.30E-20,2.20E-15,8.80E-15,1.54E-17,0
2022-10-04,1060356,505,0.970331157,0.806688461,1.16716998,96472358,55359,221436,4.52E-20,2.50E-15,1.00E-14,2.28E-17,0
2022-10-05,1061382,1026,0.970291793,0.808049206,1.165109943,96543735,71377,285508,3.85E-20,2.75E-15,1.10E-14,3.95E-17,0
2022-10-06,1062009,627,0.970380289,0.808838718,1.164185002,96604699,60964,243856,3.28E-20,2.00E-15,7.99E-15,2.05E-17,0
2022-10-07,1062409,400,0.970619453,0.809036058,1.164474827,96663035,58336,233344,2.79E-20,1.63E-15,6.52E-15,1.12E-17,0
2022-10-08,1062461,52,0.971028968,0.808654821,1.166007093,96670876,7841,31364,2.38E-20,1.87E-16,7.46E-16,1.24E-18,0
2022-10-09,1062473,12,0.971633662,0.807750082,1.168767413,96676516,5640,22560,2.03E-20,1.14E-16,4.57E-16,2.43E-19,0
2022-10-10,1062608,135,0.9724525,0.806405855,1.172689731,96699589,23073,92292,1.73E-20,3.99E-16,1.60E-15,2.33E-18,0
2022-10-11,1063218,610,0.973499927,0.804730218,1.177664374,96760434,60845,243380,1.47E-20,8.96E-16,3.58E-15,8.98E-18,0
2022-10-12,1063988,770,0.974794315,0.802854855,1.183556345,96825135,64701,258804,1.26E-20,8.12E-16,3.25E-15,9.67E-18,0
2022-10-13,1064579,591,0.976367764,0.800935379,1.190225872,96888756,63621,254484,1.07E-20,6.81E-16,2.72E-15,6.32E-18,0
2022-10-14,1064910,331,0.978242739,0.799125172,1.197508088,96915830,27074,108296,9.12E-21,2.47E-16,9.87E-16,3.02E-18,0
2022-10-15,1064952,42,0.980443868,0.797579688,1.205234026,96921917,6087,24348,7.77E-21,4.73E-17,1.89E-16,3.26E-19,0
2022-10-16,1064963,11,0.982994228,0.79644952,1.213231508,96928733,6816,27264,6.62E-21,4.51E-17,1.80E-16,7.28E-20,0
2022-10-17,1065300,337,0.985914488,0.795877231,1.221328291,96967685,38952,155808,5.64E-21,2.20E-16,8.79E-16,1.90E-18,0
2022-10-18,1065737,437,0.989218456,0.79599237,1.229349916,97011349,43664,174656,4.81E-21,2.10E-16,8.39E-16,2.10E-18,0
2022-10-19,1066447,710,0.992940574,0.796932845,1.237156919,97072048,60699,242796,4.09E-21,2.48E-16,9.94E-16,2.91E-18,0
2022-10-20,1067052,605,0.997107383,0.798821365,1.244612595,97129478,57430,229720,3.49E-21,2.00E-16,8.01E-16,2.11E-18,0
2022-10-21,1067633,581,1.001748155,0.801773432,1.251599674,97175604,46126,184504,2.97E-21,1.37E-16,5.47E-16,1.72E-18,0
2022-10-22,1067656,23,1.006891217,0.805893225,1.25802016,97181092,5488,21952,2.53E-21,1.39E-17,5.54E-17,5.81E-20,0
2022-10-23,1067668,12,1.012557853,0.811244432,1.263827972,97189727,8635,34540,2.15E-21,1.86E-17,7.42E-17,2.58E-20,0
2022-10-24,1067877,209,1.018716212,0.817744773,1.269079002,97229112,39385,157540,1.83E-21,7.20E-17,2.88E-16,3.82E-19,0
2022-10-25,1068312,435,1.025315031,0.825259095,1.27386771,97272915,43803,175212,1.55E-21,6.81E-17,2.72E-16,6.76E-19,0
2022-10-26,1069412,1100,1.032323978,0.833654026,1.27833941,97344455,71540,286160,1.32E-21,9.45E-17,3.78E-16,1.45E-18,0
2022-10-27,1070006,594,1.039701288,0.842771893,1.282646916,97403798,59343,237372,1.12E-21,6.66E-17,2.67E-16,6.67E-19,0
2022-10-28,1070198,192,1.047410659,0.852444429,1.286968454,97434240,30442,121768,9.54E-22,2.90E-17,1.16E-16,1.83E-19,0
