"","date","lineage","pred","obs"
"3265",2020-07-11,"Alpha",3.39673485404117e-10,NA
"3266",2020-07-11,"Beta",9.09656374792373e-13,NA
"3267",2020-07-11,"Delta",2.35276681362008e-24,NA
"3268",2020-07-11,"Om:BA.1",7.26352128379699e-116,NA
"3269",2020-07-11,"Om:BA.2",1.50709034660795e-102,NA
"3270",2020-07-11,"Om:BA.2.12.1",2.11847042811368e-187,NA
"3271",2020-07-11,"Om:BA.2.75",8.64210949837974e-290,NA
"3272",2020-07-11,"Om:BA.2.75.2",2.99138867239055e-74,NA
"3273",2020-07-11,"Om:BA.4",2.380107712011e-227,NA
"3274",2020-07-11,"Om:BA.4.6",0,NA
"3275",2020-07-11,"Om:BA.5",2.93924249723185e-238,NA
"3276",2020-07-11,"Om:BF.7",0,NA
"3277",2020-07-11,"Om:BN.1",6.74463788107635e-50,NA
"3278",2020-07-11,"Om:BQ.1",4.64392775594683e-315,NA
"3279",2020-07-11,"Om:BQ.1.1",2.05775171939698e-273,NA
"3280",2020-07-11,"Om:XBB",8.78013755065782e-23,NA
"3281",2020-07-11,"Other",0.999999999659417,1
"3282",2020-07-12,"Alpha",3.83191205889458e-10,NA
"3283",2020-07-12,"Beta",1.04240944937159e-12,NA
"3284",2020-07-12,"Delta",2.92569757666735e-24,0.00255102040816327
"3285",2020-07-12,"Om:BA.1",1.57291127307844e-115,NA
"3286",2020-07-12,"Om:BA.2",2.81494998535934e-102,NA
"3287",2020-07-12,"Om:BA.2.12.1",6.3441012733525e-187,NA
"3288",2020-07-12,"Om:BA.2.75",4.0812339538283e-289,NA
"3289",2020-07-12,"Om:BA.2.75.2",4.45372521807399e-74,NA
"3290",2020-07-12,"Om:BA.4",8.54321837256751e-227,NA
"3291",2020-07-12,"Om:BA.4.6",9.88131291682493e-324,NA
"3292",2020-07-12,"Om:BA.5",1.10155522980395e-237,NA
"3293",2020-07-12,"Om:BF.7",0,NA
"3294",2020-07-12,"Om:BN.1",8.69863827071193e-50,NA
"3295",2020-07-12,"Om:BQ.1",2.45832011190375e-314,NA
"3296",2020-07-12,"Om:BQ.1.1",8.6934885106773e-273,NA
"3297",2020-07-12,"Om:XBB",9.66443520706576e-23,NA
"3298",2020-07-12,"Other",0.999999999615766,0.997448979591837
"3299",2020-07-13,"Alpha",4.32209803829723e-10,NA
"3300",2020-07-13,"Beta",1.19428193955635e-12,NA
"3301",2020-07-13,"Delta",3.63751227684576e-24,0.00520833333333333
"3302",2020-07-13,"Om:BA.1",3.40469150849019e-115,NA
"3303",2020-07-13,"Om:BA.2",5.25620748428152e-102,NA
"3304",2020-07-13,"Om:BA.2.12.1",1.8988932406761e-186,NA
"3305",2020-07-13,"Om:BA.2.75",1.92612800948612e-288,NA
"3306",2020-07-13,"Om:BA.2.75.2",6.62979814847042e-74,NA
"3307",2020-07-13,"Om:BA.4",3.06482166836208e-226,NA
"3308",2020-07-13,"Om:BA.4.6",4.94065645841247e-323,NA
"3309",2020-07-13,"Om:BA.5",4.12603800424671e-237,NA
"3310",2020-07-13,"Om:BF.7",0,NA
"3311",2020-07-13,"Om:BN.1",1.12175756634426e-49,NA
"3312",2020-07-13,"Om:BQ.1",1.30046075529779e-313,NA
"3313",2020-07-13,"Om:BQ.1.1",3.6706421281666e-272,NA
"3314",2020-07-13,"Om:XBB",1.06374718067603e-22,NA
"3315",2020-07-13,"Other",0.999999999566596,0.994791666666667
"3316",2020-07-14,"Alpha",4.87414346693042e-10,NA
"3317",2020-07-14,"Beta",1.36798780637293e-12,NA
"3318",2020-07-14,"Delta",4.52171731207285e-24,0.00102880658436214
"3319",2020-07-14,"Om:BA.1",7.36658863768951e-115,NA
"3320",2020-07-14,"Om:BA.2",9.81168813482226e-102,NA
"3321",2020-07-14,"Om:BA.2.12.1",5.68083330842778e-186,NA
"3322",2020-07-14,"Om:BA.2.75",9.08444868263593e-288,NA
"3323",2020-07-14,"Om:BA.2.75.2",9.86740457614929e-74,NA
"3324",2020-07-14,"Om:BA.4",1.09886881281818e-225,NA
"3325",2020-07-14,"Om:BA.4.6",2.76676761671098e-322,NA
"3326",2020-07-14,"Om:BA.5",1.54459409077351e-236,NA
"3327",2020-07-14,"Om:BF.7",0,NA
"3328",2020-07-14,"Om:BN.1",1.44644358019468e-49,NA
"3329",2020-07-14,"Om:BQ.1",6.87479297351153e-313,NA
"3330",2020-07-14,"Om:BQ.1.1",1.54894105689886e-271,NA
"3331",2020-07-14,"Om:XBB",1.17081168193905e-22,NA
"3332",2020-07-14,"Other",0.999999999511218,0.998971193415638
"3333",2020-07-15,"Alpha",5.49573821072778e-10,NA
"3334",2020-07-15,"Beta",1.56662014763366e-12,NA
"3335",2020-07-15,"Delta",5.6198621965775e-24,0.00205761316872428
"3336",2020-07-15,"Om:BA.1",1.59319434612931e-114,NA
"3337",2020-07-15,"Om:BA.2",1.83097908982698e-101,NA
"3338",2020-07-15,"Om:BA.2.12.1",1.69864613544612e-185,NA
"3339",2020-07-15,"Om:BA.2.75",4.28183199690156e-287,NA
"3340",2020-07-15,"Om:BA.2.75.2",1.46835387978929e-73,NA
"3341",2020-07-15,"Om:BA.4",3.93769027178664e-225,NA
"3342",2020-07-15,"Om:BA.4.6",1.63535728773453e-321,NA
"3343",2020-07-15,"Om:BA.5",5.77893515517346e-236,NA
"3344",2020-07-15,"Om:BF.7",0,NA
"3345",2020-07-15,"Om:BN.1",1.86491222271948e-49,NA
"3346",2020-07-15,"Om:BQ.1",3.63181129307343e-312,NA
"3347",2020-07-15,"Om:BQ.1.1",6.532368297732e-271,NA
"3348",2020-07-15,"Om:XBB",1.28861223708425e-22,NA
"3349",2020-07-15,"Other",0.99999999944886,0.997942386831276
"3350",2020-07-16,"Alpha",6.19551225205286e-10,0.0040650406504065
"3351",2020-07-16,"Beta",1.79370323659369e-12,NA
"3352",2020-07-16,"Delta",6.98346014033765e-24,0.035230352303523
"3353",2020-07-16,"Om:BA.1",3.44416031620507e-114,0.0013550135501355
"3354",2020-07-16,"Om:BA.2",3.41578433560851e-101,NA
"3355",2020-07-16,"Om:BA.2.12.1",5.07658278198067e-185,NA
"3356",2020-07-16,"Om:BA.2.75",2.01686176506592e-286,NA
"3357",2020-07-16,"Om:BA.2.75.2",2.18465636533411e-73,NA
"3358",2020-07-16,"Om:BA.4",1.41023164071771e-224,NA
"3359",2020-07-16,"Om:BA.4.6",9.62439878098748e-321,NA
"3360",2020-07-16,"Om:BA.5",2.16088517526424e-235,NA
"3361",2020-07-16,"Om:BF.7",0,NA
"3362",2020-07-16,"Om:BN.1",2.40419312402791e-49,NA
"3363",2020-07-16,"Om:BQ.1",1.91728167504489e-311,NA
"3364",2020-07-16,"Om:BQ.1.1",2.75326107694262e-270,NA
"3365",2020-07-16,"Om:XBB",1.41822106675103e-22,NA
"3366",2020-07-16,"Other",0.999999999378655,0.959349593495935
"3367",2020-07-17,"Alpha",6.98314850529345e-10,NA
"3368",2020-07-17,"Beta",2.05325156474083e-12,NA
"3369",2020-07-17,"Delta",8.6763647041514e-24,0.0220162224797219
"3370",2020-07-17,"Om:BA.1",7.44232793066871e-114,NA
"3371",2020-07-17,"Om:BA.2",6.37035896418613e-101,NA
"3372",2020-07-17,"Om:BA.2.12.1",1.51640788162412e-184,NA
"3373",2020-07-17,"Om:BA.2.75",9.49370973665813e-286,NA
"3374",2020-07-17,"Om:BA.2.75.2",3.24982190911339e-73,NA
"3375",2020-07-17,"Om:BA.4",5.04766685112413e-224,NA
"3376",2020-07-17,"Om:BA.4.6",5.65112285713218e-320,NA
"3377",2020-07-17,"Om:BA.5",8.07540075949175e-235,NA
"3378",2020-07-17,"Om:BF.7",0,NA
"3379",2020-07-17,"Om:BN.1",3.09908877071362e-49,NA
"3380",2020-07-17,"Om:BQ.1",1.01145201536596e-310,NA
"3381",2020-07-17,"Om:BQ.1.1",1.15974665126604e-269,NA
"3382",2020-07-17,"Om:XBB",1.56081700353948e-22,NA
"3383",2020-07-17,"Other",0.999999999299632,0.977983777520278
"3384",2020-07-18,"Alpha",7.86950889161503e-10,0.00215982721382289
"3385",2020-07-18,"Beta",2.34983681106364e-12,NA
"3386",2020-07-18,"Delta",1.07777102060855e-23,0.00431965442764579
"3387",2020-07-18,"Om:BA.1",1.60747292243218e-113,NA
"3388",2020-07-18,"Om:BA.2",1.18768909194575e-100,NA
"3389",2020-07-18,"Om:BA.2.12.1",4.52725454018839e-184,NA
"3390",2020-07-18,"Om:BA.2.75",4.46587864113119e-285,NA
"3391",2020-07-18,"Om:BA.2.75.2",4.83347466999569e-73,NA
"3392",2020-07-18,"Om:BA.4",1.80567826279791e-223,NA
"3393",2020-07-18,"Om:BA.4.6",3.31587217549894e-319,NA
"3394",2020-07-18,"Om:BA.5",3.01608178279572e-234,NA
"3395",2020-07-18,"Om:BF.7",0,NA
"3396",2020-07-18,"Om:BN.1",3.99440451833122e-49,NA
"3397",2020-07-18,"Om:BQ.1",5.33210978209756e-310,NA
"3398",2020-07-18,"Om:BQ.1.1",4.88220370689102e-269,NA
"3399",2020-07-18,"Om:XBB",1.71769604182524e-22,NA
"3400",2020-07-18,"Other",0.999999999210699,0.993520518358531
"3401",2020-07-19,"Alpha",8.8667751950771e-10,NA
"3402",2020-07-19,"Beta",2.68866377865406e-12,NA
"3403",2020-07-19,"Delta",1.3385548821762e-23,NA
"3404",2020-07-19,"Om:BA.1",3.47045587713798e-113,NA
"3405",2020-07-19,"Om:BA.2",2.21363506756502e-100,NA
"3406",2020-07-19,"Om:BA.2.12.1",1.3509100356709e-183,NA
"3407",2020-07-19,"Om:BA.2.75",2.09935981785715e-284,NA
"3408",2020-07-19,"Om:BA.2.75.2",7.18757215693755e-73,NA
"3409",2020-07-19,"Om:BA.4",6.45561532791065e-223,NA
"3410",2020-07-19,"Om:BA.4.6",1.94404456259968e-318,NA
"3411",2020-07-19,"Om:BA.5",1.12581462651896e-233,NA
"3412",2020-07-19,"Om:BF.7",0,NA
"3413",2020-07-19,"Om:BN.1",5.14781684167948e-49,NA
"3414",2020-07-19,"Om:BQ.1",2.80895664560957e-309,NA
"3415",2020-07-19,"Om:BQ.1.1",2.05401560893778e-268,NA
"3416",2020-07-19,"Om:XBB",1.89028292612498e-22,NA
"3417",2020-07-19,"Other",0.999999999110634,1
"3418",2020-07-20,"Alpha",9.98860639246615e-10,NA
"3419",2020-07-20,"Beta",3.07565647282003e-12,NA
"3420",2020-07-20,"Delta",1.66213484787555e-23,NA
"3421",2020-07-20,"Om:BA.1",7.48920922609371e-113,NA
"3422",2020-07-20,"Om:BA.2",4.12451298841586e-100,NA
"3423",2020-07-20,"Om:BA.2.12.1",4.02892231992474e-183,NA
"3424",2020-07-20,"Om:BA.2.75",9.86219723836709e-284,NA
"3425",2020-07-20,"Om:BA.2.75.2",1.06862985446703e-72,NA
"3426",2020-07-20,"Om:BA.4",2.30664434082708e-222,NA
"3427",2020-07-20,"Om:BA.4.6",1.13886923803172e-317,NA
"3428",2020-07-20,"Om:BA.5",4.1998474230761e-233,NA
"3429",2020-07-20,"Om:BF.7",0,NA
"3430",2020-07-20,"Om:BN.1",6.6335620311408e-49,NA
"3431",2020-07-20,"Om:BQ.1",1.47870269696808e-308,NA
"3432",2020-07-20,"Om:BQ.1.1",8.63623984708555e-268,NA
"3433",2020-07-20,"Om:XBB",2.08014387967674e-22,NA
"3434",2020-07-20,"Other",0.999999998998064,1
"3435",2020-07-21,"Alpha",1.12503143377999e-09,0.00102459016393443
"3436",2020-07-21,"Beta",3.51755564480373e-12,NA
"3437",2020-07-21,"Delta",2.06355540586228e-23,0.00102459016393443
"3438",2020-07-21,"Om:BA.1",1.61543896154324e-112,NA
"3439",2020-07-21,"Om:BA.2",7.68248483594821e-100,NA
"3440",2020-07-21,"Om:BA.2.12.1",1.200938110173e-182,NA
"3441",2020-07-21,"Om:BA.2.75",4.62983135556215e-283,NA
"3442",2020-07-21,"Om:BA.2.75.2",1.58852528390698e-72,NA
"3443",2020-07-21,"Om:BA.4",8.23696985709893e-222,NA
"3444",2020-07-21,"Om:BA.4.6",6.66649692852636e-317,NA
"3445",2020-07-21,"Om:BA.5",1.56581735395538e-232,NA
"3446",2020-07-21,"Om:BF.7",0,NA
"3447",2020-07-21,"Om:BN.1",8.54717942627106e-49,NA
"3448",2020-07-21,"Om:BQ.1",7.77865103117182e-308,NA
"3449",2020-07-21,"Om:BQ.1.1",3.62891503772773e-267,NA
"3450",2020-07-21,"Om:XBB",2.28900058479284e-22,NA
"3451",2020-07-21,"Other",0.999999998871451,0.997950819672131
"3452",2020-07-22,"Alpha",1.26690598914267e-09,0.00649350649350649
"3453",2020-07-22,"Beta",4.02202929372135e-12,NA
"3454",2020-07-22,"Delta",2.56144617668264e-23,NA
"3455",2020-07-22,"Om:BA.1",3.48296309945588e-112,NA
"3456",2020-07-22,"Om:BA.2",1.43051405782668e-99,NA
"3457",2020-07-22,"Om:BA.2.12.1",3.57783198457248e-182,NA
"3458",2020-07-22,"Om:BA.2.75",2.17199683811709e-282,NA
"3459",2020-07-22,"Om:BA.2.75.2",2.36092468301631e-72,NA
"3460",2020-07-22,"Om:BA.4",2.93965453578466e-221,NA
"3461",2020-07-22,"Om:BA.4.6",3.89919369524872e-316,NA
"3462",2020-07-22,"Om:BA.5",5.83428664437704e-232,NA
"3463",2020-07-22,"Om:BF.7",0,NA
"3464",2020-07-22,"Om:BN.1",1.10116098945029e-48,NA
"3465",2020-07-22,"Om:BQ.1",4.08896154557096e-307,NA
"3466",2020-07-22,"Om:BQ.1.1",1.5239056978441e-266,NA
"3467",2020-07-22,"Om:XBB",2.51874553738994e-22,NA
"3468",2020-07-22,"Other",0.999999998729072,0.993506493506494
"3469",2020-07-23,"Alpha",1.42640718151081e-09,NA
"3470",2020-07-23,"Beta",4.59779780869319e-12,NA
"3471",2020-07-23,"Delta",3.17887148744667e-23,NA
"3472",2020-07-23,"Om:BA.1",7.50601628072959e-112,0.00141843971631206
"3473",2020-07-23,"Om:BA.2",2.66282684178301e-99,NA
"3474",2020-07-23,"Om:BA.2.12.1",1.0653324503973e-181,NA
"3475",2020-07-23,"Om:BA.2.75",1.01824803068998e-281,NA
"3476",2020-07-23,"Om:BA.2.75.2",3.50825162159908e-72,NA
"3477",2020-07-23,"Om:BA.4",1.04849224726714e-220,NA
"3478",2020-07-23,"Om:BA.4.6",2.27878173025923e-315,NA
"3479",2020-07-23,"Om:BA.5",2.17255912379586e-231,NA
"3480",2020-07-23,"Om:BF.7",0,NA
"3481",2020-07-23,"Om:BN.1",1.41850357856302e-48,NA
"3482",2020-07-23,"Om:BQ.1",2.14785420376848e-306,NA
"3483",2020-07-23,"Om:BQ.1.1",6.39538376692133e-266,NA
"3484",2020-07-23,"Om:XBB",2.77145890999769e-22,NA
"3485",2020-07-23,"Other",0.999999998568995,0.998581560283688
"3486",2020-07-24,"Alpha",1.60568910107725e-09,NA
"3487",2020-07-24,"Beta",5.25477564581234e-12,NA
"3488",2020-07-24,"Delta",3.94438009129152e-23,NA
"3489",2020-07-24,"Om:BA.1",1.61685478825151e-111,NA
"3490",2020-07-24,"Om:BA.2",4.95510766552332e-99,NA
"3491",2020-07-24,"Om:BA.2.12.1",3.17040383020346e-181,NA
"3492",2020-07-24,"Om:BA.2.75",4.77030543019918e-281,NA
"3493",2020-07-24,"Om:BA.2.75.2",5.21217953106296e-72,NA
"3494",2020-07-24,"Om:BA.4",3.73742417584505e-220,NA
"3495",2020-07-24,"Om:BA.4.6",1.33069623583223e-314,NA
"3496",2020-07-24,"Om:BA.5",8.08519941177381e-231,NA
"3497",2020-07-24,"Om:BF.7",0,NA
"3498",2020-07-24,"Om:BN.1",1.82709583723455e-48,NA
"3499",2020-07-24,"Om:BQ.1",1.1273981652683e-305,NA
"3500",2020-07-24,"Om:BQ.1.1",2.68225701671918e-265,NA
"3501",2020-07-24,"Om:XBB",3.04942707059208e-22,NA
"3502",2020-07-24,"Other",0.999999998389056,1
"3503",2020-07-25,"Alpha",1.80716429643141e-09,0.0025706940874036
"3504",2020-07-25,"Beta",6.00423167337729e-12,NA
"3505",2020-07-25,"Delta",4.89330189305925e-23,NA
"3506",2020-07-25,"Om:BA.1",3.48122421877968e-111,NA
"3507",2020-07-25,"Om:BA.2",9.21768013327419e-99,NA
"3508",2020-07-25,"Om:BA.2.12.1",9.42988816206775e-181,NA
"3509",2020-07-25,"Om:BA.2.75",2.23323721631927e-280,NA
"3510",2020-07-25,"Om:BA.2.75.2",7.74225474103888e-72,NA
"3511",2020-07-25,"Om:BA.4",1.33142260728107e-219,NA
"3512",2020-07-25,"Om:BA.4.6",7.76427477867035e-314,NA
"3513",2020-07-25,"Om:BA.5",3.00706812168982e-230,NA
"3514",2020-07-25,"Om:BF.7",0,NA
"3515",2020-07-25,"Om:BN.1",2.35311496839801e-48,NA
"3516",2020-07-25,"Om:BQ.1",5.91327835072458e-305,NA
"3517",2020-07-25,"Om:BQ.1.1",1.1242359530971e-264,NA
"3518",2020-07-25,"Om:XBB",3.35516291890246e-22,NA
"3519",2020-07-25,"Other",0.999999998186831,0.997429305912596
"3520",2020-07-26,"Alpha",2.0335341569714e-09,NA
"3521",2020-07-26,"Beta",6.85897058678859e-12,NA
"3522",2020-07-26,"Delta",6.06934944306223e-23,NA
"3523",2020-07-26,"Om:BA.1",7.49188353014927e-111,NA
"3524",2020-07-26,"Om:BA.2",1.71414491914318e-98,NA
"3525",2020-07-26,"Om:BA.2.12.1",2.80323396100616e-180,NA
"3526",2020-07-26,"Om:BA.2.75",1.04476215650665e-279,NA
"3527",2020-07-26,"Om:BA.2.75.2",1.14983211484331e-71,NA
"3528",2020-07-26,"Om:BA.4",4.74017049770861e-219,NA
"3529",2020-07-26,"Om:BA.4.6",4.52653749179831e-313,NA
"3530",2020-07-26,"Om:BA.5",1.11770528925772e-229,NA
"3531",2020-07-26,"Om:BF.7",0,NA
"3532",2020-07-26,"Om:BN.1",3.03022964499933e-48,NA
"3533",2020-07-26,"Om:BQ.1",3.09924218407389e-304,NA
"3534",2020-07-26,"Om:BQ.1.1",4.70907803650065e-264,NA
"3535",2020-07-26,"Om:XBB",3.69142821752453e-22,NA
"3536",2020-07-26,"Other",0.999999997959607,1
"3537",2020-07-27,"Alpha",2.28782278559759e-09,NA
"3538",2020-07-27,"Beta",7.833538095124e-12,NA
"3539",2020-07-27,"Delta",7.52659538038806e-23,NA
"3540",2020-07-27,"Om:BA.1",1.61156066152334e-110,NA
"3541",2020-07-27,"Om:BA.2",3.18661648052937e-98,NA
"3542",2020-07-27,"Om:BA.2.12.1",8.32858670909048e-180,NA
"3543",2020-07-27,"Om:BA.2.75",4.88418112114721e-279,NA
"3544",2020-07-27,"Om:BA.2.75.2",1.70733887140216e-71,NA
"3545",2020-07-27,"Om:BA.4",1.68657100173821e-218,NA
"3546",2020-07-27,"Om:BA.4.6",2.63676904464938e-312,NA
"3547",2020-07-27,"Om:BA.5",4.15184339041262e-229,NA
"3548",2020-07-27,"Om:BF.7",0,NA
"3549",2020-07-27,"Om:BN.1",3.90173858654608e-48,NA
"3550",2020-07-27,"Om:BQ.1",1.62314238772785e-303,NA
"3551",2020-07-27,"Om:BQ.1.1",1.97121356954524e-263,NA
"3552",2020-07-27,"Om:XBB",4.06125811236414e-22,NA
"3553",2020-07-27,"Other",0.999999997704344,1
"3554",2020-07-28,"Alpha",2.5734147523283e-09,0.00280898876404494
"3555",2020-07-28,"Beta",8.94445291850137e-12,NA
"3556",2020-07-28,"Delta",9.33191352318765e-23,0.00421348314606742
"3557",2020-07-28,"Om:BA.1",3.46495417610135e-110,NA
"3558",2020-07-28,"Om:BA.2",5.92198653199936e-98,NA
"3559",2020-07-28,"Om:BA.2.12.1",2.47309474487144e-179,NA
"3560",2020-07-28,"Om:BA.2.75",2.28168497952413e-278,NA
"3561",2020-07-28,"Om:BA.2.75.2",2.53467783363138e-71,NA
"3562",2020-07-28,"Om:BA.4",5.99716579334303e-218,NA
"3563",2020-07-28,"Om:BA.4.6",1.5346745579165e-311,NA
"3564",2020-07-28,"Om:BA.5",1.54128285544679e-228,NA
"3565",2020-07-28,"Om:BF.7",0,NA
"3566",2020-07-28,"Om:BN.1",5.02331805217099e-48,NA
"3567",2020-07-28,"Om:BQ.1",8.49433444599927e-303,NA
"3568",2020-07-28,"Om:BQ.1.1",8.24610547694301e-263,NA
"3569",2020-07-28,"Om:XBB",4.46798805578808e-22,NA
"3570",2020-07-28,"Other",0.999999997417641,0.992977528089888
"3571",2020-07-29,"Alpha",2.89409716191416e-09,0.0015527950310559
"3572",2020-07-29,"Beta",1.02104690131781e-11,NA
"3573",2020-07-29,"Delta",1.15679916251183e-22,0.0015527950310559
"3574",2020-07-29,"Om:BA.1",7.44632707424323e-110,NA
"3575",2020-07-29,"Om:BA.2",1.10016894992773e-97,NA
"3576",2020-07-29,"Om:BA.2.12.1",7.33949182302671e-179,NA
"3577",2020-07-29,"Om:BA.2.75",1.06514086239519e-277,NA
"3578",2020-07-29,"Om:BA.2.75.2",3.76220953041855e-71,NA
"3579",2020-07-29,"Om:BA.4",2.13116154921578e-217,NA
"3580",2020-07-29,"Om:BA.4.6",8.92475320024836e-311,NA
"3581",2020-07-29,"Om:BA.5",5.71807132011025e-228,NA
"3582",2020-07-29,"Om:BF.7",0,NA
"3583",2020-07-29,"Om:BN.1",6.46655116265871e-48,NA
"3584",2020-07-29,"Om:BQ.1",4.44192729214061e-302,NA
"3585",2020-07-29,"Om:BQ.1.1",3.44730366829337e-262,NA
"3586",2020-07-29,"Om:XBB",4.91528336651928e-22,NA
"3587",2020-07-29,"Other",0.999999997095692,0.996894409937888
"3588",2020-07-30,"Alpha",3.25410651541556e-09,0.00140646976090014
"3589",2020-07-30,"Beta",1.16528718646735e-11,NA
"3590",2020-07-30,"Delta",1.43370488151927e-22,0.00562587904360056
"3591",2020-07-30,"Om:BA.1",1.59948095789073e-109,NA
"3592",2020-07-30,"Om:BA.2",2.04317091832865e-97,0.00140646976090014
"3593",2020-07-30,"Om:BA.2.12.1",2.17693437130939e-178,NA
"3594",2020-07-30,"Om:BA.2.75",4.96871049182905e-277,NA
"3595",2020-07-30,"Om:BA.2.75.2",5.58315640379076e-71,NA
"3596",2020-07-30,"Om:BA.4",7.56856786528975e-217,NA
"3597",2020-07-30,"Om:BA.4.6",5.18572335767805e-310,NA
"3598",2020-07-30,"Om:BA.5",2.12002378631724e-227,NA
"3599",2020-07-30,"Om:BF.7",0,NA
"3600",2020-07-30,"Om:BN.1",8.32346092933932e-48,NA
"3601",2020-07-30,"Om:BQ.1",2.32102921143003e-301,NA
"3602",2020-07-30,"Om:BQ.1.1",1.44020291420812e-261,NA
"3603",2020-07-30,"Om:XBB",5.40717168296755e-22,NA
"3604",2020-07-30,"Other",0.999999996734241,0.991561181434599
"3605",2020-07-31,"Alpha",3.65818089749684e-09,0.0284495021337127
"3606",2020-07-31,"Beta",1.32958131633081e-11,NA
"3607",2020-07-31,"Delta",1.77654214809356e-22,0.00284495021337127
"3608",2020-07-31,"Om:BA.1",3.43405281661712e-109,NA
"3609",2020-07-31,"Om:BA.2",3.79317041833461e-97,NA
"3610",2020-07-31,"Om:BA.2.12.1",6.45322944609957e-178,NA
"3611",2020-07-31,"Om:BA.2.75",2.31613285988272e-276,NA
"3612",2020-07-31,"Om:BA.2.75.2",8.28385789650628e-71,NA
"3613",2020-07-31,"Om:BA.4",2.68618672235657e-216,NA
"3614",2020-07-31,"Om:BA.4.6",3.01060077951942e-309,NA
"3615",2020-07-31,"Om:BA.5",7.85514043921273e-227,NA
"3616",2020-07-31,"Om:BF.7",0,NA
"3617",2020-07-31,"Om:BN.1",1.07123316595129e-47,NA
"3618",2020-07-31,"Om:BQ.1",1.21186588114301e-300,NA
"3619",2020-07-31,"Om:BQ.1.1",6.01283594686691e-261,NA
"3620",2020-07-31,"Om:XBB",5.94807859151279e-22,NA
"3621",2020-07-31,"Other",0.999999996328523,0.968705547652916
"3622",2020-08-01,"Alpha",4.11161807837226e-09,NA
"3623",2020-08-01,"Beta",1.51666887072969e-11,NA
"3624",2020-08-01,"Delta",2.20092191523922e-22,0.0072992700729927
"3625",2020-08-01,"Om:BA.1",7.36926841112309e-109,NA
"3626",2020-08-01,"Om:BA.2",7.0396545666734e-97,NA
"3627",2020-08-01,"Om:BA.2.12.1",1.91187554423165e-177,NA
"3628",2020-08-01,"Om:BA.2.75",1.07885782649092e-275,NA
"3629",2020-08-01,"Om:BA.2.75.2",1.2288558646772e-70,NA
"3630",2020-08-01,"Om:BA.4",9.52756604607399e-216,NA
"3631",2020-08-01,"Om:BA.4.6",1.74632542836297e-308,NA
"3632",2020-08-01,"Om:BA.5",2.90862235865916e-226,NA
"3633",2020-08-01,"Om:BF.7",0,NA
"3634",2020-08-01,"Om:BN.1",1.37851839187261e-47,NA
"3635",2020-08-01,"Om:BQ.1",6.32253179135697e-300,NA
"3636",2020-08-01,"Om:BQ.1.1",2.50867607130817e-260,NA
"3637",2020-08-01,"Om:XBB",6.54286673847201e-22,NA
"3638",2020-08-01,"Other",0.999999995873215,0.992700729927007
"3639",2020-08-02,"Alpha",4.62034018245125e-09,NA
"3640",2020-08-02,"Beta",1.72965649724262e-11,NA
"3641",2020-08-02,"Delta",2.72612984041425e-22,0.00460829493087558
"3642",2020-08-02,"Om:BA.1",1.58062870960832e-108,NA
"3643",2020-08-02,"Om:BA.2",1.30602255098966e-96,NA
"3644",2020-08-02,"Om:BA.2.12.1",5.66097433102638e-177,NA
"3645",2020-08-02,"Om:BA.2.75",5.02161927027285e-275,NA
"3646",2020-08-02,"Om:BA.2.75.2",1.82256968151287e-70,NA
"3647",2020-08-02,"Om:BA.4",3.37714065959777e-215,NA
"3648",2020-08-02,"Om:BA.4.6",1.01209867615967e-307,NA
"3649",2020-08-02,"Om:BA.5",1.07631401516078e-225,NA
"3650",2020-08-02,"Om:BF.7",0,NA
"3651",2020-08-02,"Om:BN.1",1.77373714447879e-47,NA
"3652",2020-08-02,"Om:BQ.1",3.29600389105253e-299,NA
"3653",2020-08-02,"Om:BQ.1.1",1.04596564602599e-259,NA
"3654",2020-08-02,"Om:XBB",7.19687876430728e-22,NA
"3655",2020-08-02,"Other",0.999999995362363,0.995391705069124
"3656",2020-08-03,"Alpha",5.19096564536109e-09,0.00268096514745308
"3657",2020-08-03,"Beta",1.97206604515931e-11,NA
"3658",2020-08-03,"Delta",3.37598598842421e-22,NA
"3659",2020-08-03,"Om:BA.1",3.38861337450297e-108,NA
"3660",2020-08-03,"Om:BA.2",2.42214049928087e-96,NA
"3661",2020-08-03,"Om:BA.2.12.1",1.67521335147164e-176,NA
"3662",2020-08-03,"Om:BA.2.75",2.33560829940906e-274,NA
"3663",2020-08-03,"Om:BA.2.75.2",2.70259926381863e-70,NA
"3664",2020-08-03,"Om:BA.4",1.19628834905925e-214,NA
"3665",2020-08-03,"Om:BA.4.6",5.86062177441954e-307,NA
"3666",2020-08-03,"Om:BA.5",3.98021960850603e-225,NA
"3667",2020-08-03,"Om:BF.7",0,NA
"3668",2020-08-03,"Om:BN.1",2.28199007101963e-47,NA
"3669",2020-08-03,"Om:BQ.1",1.71688956105661e-298,NA
"3670",2020-08-03,"Om:BQ.1.1",4.35808696534286e-259,NA
"3671",2020-08-03,"Om:XBB",7.91598443131534e-22,NA
"3672",2020-08-03,"Other",0.999999994789314,0.997319034852547
"3673",2020-08-04,"Alpha",5.83088925782167e-09,NA
"3674",2020-08-04,"Beta",2.24788886101332e-11,NA
"3675",2020-08-04,"Delta",4.17990437177114e-22,NA
"3676",2020-08-04,"Om:BA.1",7.2610498258516e-108,NA
"3677",2020-08-04,"Om:BA.2",4.49051664682744e-96,NA
