"","date","lineage","pred","obs"
"11273",2021-10-25,"Beta",5.29374086244898e-10,NA
"11274",2021-10-25,"Delta",0.996550558737526,0.995960337862651
"11275",2021-10-25,"Om:BA.1",3.34436227537892e-05,NA
"11276",2021-10-25,"Om:BA.2",6.09410302141521e-09,NA
"11277",2021-10-25,"Om:BA.2.12.1",1.06875081832087e-18,NA
"11278",2021-10-25,"Om:BA.2.75",8.44624140021582e-43,NA
"11279",2021-10-25,"Om:BA.2.75.2",2.40701102706442e-13,NA
"11280",2021-10-25,"Om:BA.4",1.89136319674171e-27,NA
"11281",2021-10-25,"Om:BA.4.6",1.57640681135566e-43,NA
"11282",2021-10-25,"Om:BA.5",3.40804521890426e-30,NA
"11283",2021-10-25,"Om:BF.7",2.49734375550805e-61,NA
"11284",2021-10-25,"Om:BN.1",2.5837045056026e-11,NA
"11285",2021-10-25,"Om:BQ.1",1.17504074631186e-48,NA
"11286",2021-10-25,"Om:BQ.1.1",4.18606714493381e-43,NA
"11287",2021-10-25,"Om:XBB",7.41569328191916e-09,NA
"11288",2021-10-25,"Other",NA,0.00394785163422696
"11289",2021-10-26,"Alpha",2.33012446140418e-06,NA
"11290",2021-10-26,"Beta",4.63170520372959e-10,NA
"11291",2021-10-26,"Delta",0.996497432930316,0.996424702058505
"11292",2021-10-26,"Om:BA.1",4.18520937924353e-05,NA
"11293",2021-10-26,"Om:BA.2",7.75731030847172e-09,NA
"11294",2021-10-26,"Om:BA.2.12.1",1.66787079969757e-18,NA
"11295",2021-10-26,"Om:BA.2.75",1.72565563877425e-42,NA
"11296",2021-10-26,"Om:BA.2.75.2",2.89786822642565e-13,NA
"11297",2021-10-26,"Om:BA.4",3.2879784503076e-27,NA
"11298",2021-10-26,"Om:BA.4.6",3.4919351421042e-43,NA
"11299",2021-10-26,"Om:BA.5",6.13470923701217e-30,NA
"11300",2021-10-26,"Om:BF.7",7.03594693812385e-61,NA
"11301",2021-10-26,"Om:BN.1",2.94270742984798e-11,NA
"11302",2021-10-26,"Om:BQ.1",2.56175974506247e-48,NA
"11303",2021-10-26,"Om:BQ.1.1",8.25743576022596e-43,NA
"11304",2021-10-26,"Om:XBB",7.94226257331966e-09,NA
"11305",2021-10-26,"Other",NA,0.00357529794149512
"11306",2021-10-27,"Alpha",2.11834480195381e-06,NA
"11307",2021-10-27,"Beta",4.05170648445627e-10,NA
"11308",2021-10-27,"Delta",0.996438824862376,0.997121842021107
"11309",2021-10-27,"Om:BA.1",5.23138328513955e-05,0.000213196887325445
"11310",2021-10-27,"Om:BA.2",9.86867102879247e-09,NA
"11311",2021-10-27,"Om:BA.2.12.1",2.59888259651908e-18,NA
"11312",2021-10-27,"Om:BA.2.75",3.51803574941282e-42,NA
"11313",2021-10-27,"Om:BA.2.75.2",3.48887393961523e-13,NA
"11314",2021-10-27,"Om:BA.4",5.70571374727923e-27,NA
"11315",2021-10-27,"Om:BA.4.6",7.7144592622397e-43,NA
"11316",2021-10-27,"Om:BA.5",1.10229279487948e-29,NA
"11317",2021-10-27,"Om:BF.7",1.97532065111551e-60,NA
"11318",2021-10-27,"Om:BN.1",3.35267398151964e-11,NA
"11319",2021-10-27,"Om:BQ.1",5.57191509197625e-48,NA
"11320",2021-10-27,"Om:BQ.1.1",1.62575684637938e-42,NA
"11321",2021-10-27,"Om:XBB",8.51185221663727e-09,NA
"11322",2021-10-27,"Other",NA,0.00266496109156806
"11323",2021-10-28,"Alpha",1.92581607958402e-06,NA
"11324",2021-10-28,"Beta",3.5436716911909e-10,NA
"11325",2021-10-28,"Delta",0.996374122080681,0.997859154929577
"11326",2021-10-28,"Om:BA.1",6.53145987507939e-05,0.000450704225352113
"11327",2021-10-28,"Om:BA.2",1.25473388901546e-08,NA
"11328",2021-10-28,"Om:BA.2.12.1",4.0434107434095e-18,NA
"11329",2021-10-28,"Om:BA.2.75",7.1564887429726e-42,NA
"11330",2021-10-28,"Om:BA.2.75.2",4.2004687749577e-13,NA
"11331",2021-10-28,"Om:BA.4",9.88362896515446e-27,NA
"11332",2021-10-28,"Om:BA.4.6",1.69974617428916e-42,NA
"11333",2021-10-28,"Om:BA.5",1.97702759408244e-29,NA
"11334",2021-10-28,"Om:BF.7",5.5261244370105e-60,NA
"11335",2021-10-28,"Om:BN.1",3.82098671300769e-11,NA
"11336",2021-10-28,"Om:BQ.1",1.20906386798144e-47,NA
"11337",2021-10-28,"Om:BQ.1.1",3.19474139700595e-42,NA
"11338",2021-10-28,"Om:XBB",9.12833302870475e-09,NA
"11339",2021-10-28,"Other",NA,0.00169014084507042
"11340",2021-10-29,"Alpha",1.75078684777167e-06,NA
"11341",2021-10-29,"Beta",3.09875304413154e-10,NA
"11342",2021-10-29,"Delta",0.996302590816865,0.996201445901238
"11343",2021-10-29,"Om:BA.1",8.14511463362198e-05,0.000735204019115305
"11344",2021-10-29,"Om:BA.2",1.59437065629504e-08,NA
"11345",2021-10-29,"Om:BA.2.12.1",6.2812283990739e-18,NA
"11346",2021-10-29,"Om:BA.2.75",1.45261818503162e-41,NA
"11347",2021-10-29,"Om:BA.2.75.2",5.05726574887049e-13,NA
"11348",2021-10-29,"Om:BA.4",1.70901832521819e-26,NA
"11349",2021-10-29,"Om:BA.4.6",3.73507793800788e-42,NA
"11350",2021-10-29,"Om:BA.5",3.53948148313238e-29,NA
"11351",2021-10-29,"Om:BF.7",1.54052538299393e-59,NA
"11352",2021-10-29,"Om:BN.1",4.35611777223402e-11,NA
"11353",2021-10-29,"Om:BQ.1",2.61740326980691e-47,NA
"11354",2021-10-29,"Om:BQ.1.1",6.26590577084101e-42,NA
"11355",2021-10-29,"Om:XBB",9.79595107126235e-09,NA
"11356",2021-10-29,"Other",NA,0.0030633500796471
"11357",2021-10-30,"Alpha",1.59166502560632e-06,NA
"11358",2021-10-30,"Beta",2.7091803848024e-10,NA
"11359",2021-10-30,"Delta",0.996223351101346,0.99442746719396
"11360",2021-10-30,"Om:BA.1",0.000101455625436992,0.000359518245550962
"11361",2021-10-30,"Om:BA.2",2.0247474609131e-08,NA
"11362",2021-10-30,"Om:BA.2.12.1",9.74261077441213e-18,NA
"11363",2021-10-30,"Om:BA.2.75",2.94206827213193e-41,NA
"11364",2021-10-30,"Om:BA.2.75.2",6.08890155195125e-13,NA
"11365",2021-10-30,"Om:BA.4",2.94984481384982e-26,NA
"11366",2021-10-30,"Om:BA.4.6",8.18558960807569e-42,NA
"11367",2021-10-30,"Om:BA.5",6.32522560098857e-29,NA
"11368",2021-10-30,"Om:BF.7",4.27936440935007e-59,NA
"11369",2021-10-30,"Om:BN.1",4.96779233730245e-11,NA
"11370",2021-10-30,"Om:BQ.1",5.65283883976343e-47,NA
"11371",2021-10-30,"Om:BQ.1.1",1.22658678344452e-41,NA
"11372",2021-10-30,"Om:XBB",1.05193660298467e-08,NA
"11373",2021-10-30,"Other",NA,0.00521301456048894
"11374",2021-10-31,"Alpha",1.4470033834843e-06,0.000224014336917563
"11375",2021-10-31,"Beta",2.36813117464188e-10,NA
"11376",2021-10-31,"Delta",0.996135346723631,0.995967741935484
"11377",2021-10-31,"Om:BA.1",0.000126225110543916,NA
"11378",2021-10-31,"Om:BA.2",2.56977712167992e-08,NA
"11379",2021-10-31,"Om:BA.2.12.1",1.50882406146444e-17,NA
"11380",2021-10-31,"Om:BA.2.75",5.94568327068581e-41,NA
"11381",2021-10-31,"Om:BA.2.75.2",7.33106117751014e-13,NA
"11382",2021-10-31,"Om:BA.4",5.08243738085749e-26,NA
"11383",2021-10-31,"Om:BA.4.6",1.78909161427046e-41,NA
"11384",2021-10-31,"Om:BA.5",1.12828831497956e-28,NA
"11385",2021-10-31,"Om:BF.7",1.18453770656512e-58,NA
"11386",2021-10-31,"Om:BN.1",5.66717684038992e-11,NA
"11387",2021-10-31,"Om:BQ.1",1.21796547245629e-46,NA
"11388",2021-10-31,"Om:BQ.1.1",2.39649835342269e-41,NA
"11389",2021-10-31,"Om:XBB",1.13036935998345e-08,NA
"11390",2021-10-31,"Other",NA,0.00380824372759857
"11391",2021-11-01,"Alpha",1.31548635082283e-06,0.000102280863250486
"11392",2021-11-01,"Beta",2.06961602437073e-10,NA
"11393",2021-11-01,"Delta",0.996037309020379,0.998056663598241
"11394",2021-11-01,"Om:BA.1",0.000156857284234422,NA
"11395",2021-11-01,"Om:BA.2",3.25958346008507e-08,NA
"11396",2021-11-01,"Om:BA.2.12.1",2.33309637459329e-17,NA
"11397",2021-11-01,"Om:BA.2.75",1.19893716824246e-40,NA
"11398",2021-11-01,"Om:BA.2.75.2",8.82671105010866e-13,NA
"11399",2021-11-01,"Om:BA.4",8.74104756056712e-26,NA
"11400",2021-11-01,"Om:BA.4.6",3.89982416808798e-41,NA
"11401",2021-11-01,"Om:BA.5",2.00895401657064e-28,NA
"11402",2021-11-01,"Om:BF.7",3.26719170709512e-58,NA
"11403",2021-11-01,"Om:BN.1",6.46709574007163e-11,NA
"11404",2021-11-01,"Om:BQ.1",2.61802331471156e-46,NA
"11405",2021-11-01,"Om:BQ.1.1",4.67324436093938e-41,NA
"11406",2021-11-01,"Om:XBB",1.21545522735517e-08,NA
"11407",2021-11-01,"Other",NA,0.00184105553850875
"11408",2021-11-02,"Alpha",1.1959180253326e-06,NA
"11409",2021-11-02,"Beta",1.80837791720529e-10,NA
"11410",2021-11-02,"Delta",0.995927713284406,0.995969289827255
"11411",2021-11-02,"Om:BA.1",0.000194693487629893,NA
"11412",2021-11-02,"Om:BA.2",4.13208949343206e-08,NA
"11413",2021-11-02,"Om:BA.2.12.1",3.60210045564437e-17,NA
"11414",2021-11-02,"Om:BA.2.75",2.41231751865625e-40,NA
"11415",2021-11-02,"Om:BA.2.75.2",1.06275828323491e-12,NA
"11416",2021-11-02,"Om:BA.4",1.50062286240481e-25,NA
"11417",2021-11-02,"Om:BA.4.6",8.47783017698689e-41,NA
"11418",2021-11-02,"Om:BA.5",3.57045665971552e-28,NA
"11419",2021-11-02,"Om:BF.7",8.9795225241992e-58,NA
"11420",2021-11-02,"Om:BN.1",7.38228115541853e-11,NA
"11421",2021-11-02,"Om:BQ.1",5.61409609192163e-46,NA
"11422",2021-11-02,"Om:BQ.1.1",9.09536861163392e-41,NA
"11423",2021-11-02,"Om:XBB",1.30781149482077e-08,NA
"11424",2021-11-02,"Other",NA,0.00403071017274472
"11425",2021-11-03,"Alpha",1.08721127436953e-06,NA
"11426",2021-11-03,"Beta",1.57980350403567e-10,NA
"11427",2021-11-03,"Delta",0.995804726368031,0.997381219603442
"11428",2021-11-03,"Om:BA.1",0.000241370573186482,NA
"11429",2021-11-03,"Om:BA.2",5.23500473351402e-08,NA
"11430",2021-11-03,"Om:BA.2.12.1",5.55272449068333e-17,NA
"11431",2021-11-03,"Om:BA.2.75",4.84298963358074e-40,NA
"11432",2021-11-03,"Om:BA.2.75.2",1.27959585020927e-12,NA
"11433",2021-11-03,"Om:BA.4",2.57154529001167e-25,NA
"11434",2021-11-03,"Om:BA.4.6",1.83801440726628e-40,NA
"11435",2021-11-03,"Om:BA.5",6.33401798884874e-28,NA
"11436",2021-11-03,"Om:BF.7",2.45912962858573e-57,NA
"11437",2021-11-03,"Om:BN.1",8.42966030256916e-11,NA
"11438",2021-11-03,"Om:BQ.1",1.20102342137499e-45,NA
"11439",2021-11-03,"Om:BQ.1.1",1.76677155573261e-40,NA
"11440",2021-11-03,"Om:XBB",1.40811657968436e-08,NA
"11441",2021-11-03,"Other",NA,0.00261878039655817
"11442",2021-11-04,"Alpha",9.88377828867566e-07,NA
"11443",2021-11-04,"Beta",1.37984503882766e-10,NA
"11444",2021-11-04,"Delta",0.995666143799172,0.995435642560097
"11445",2021-11-04,"Om:BA.1",0.000298883253102178,0.000101430165331169
"11446",2021-11-04,"Om:BA.2",6.62830984764193e-08,NA
"11447",2021-11-04,"Om:BA.2.12.1",8.54636687907523e-17,NA
"11448",2021-11-04,"Om:BA.2.75",9.70132594006559e-40,NA
"11449",2021-11-04,"Om:BA.2.75.2",1.5406817330162e-12,NA
"11450",2021-11-04,"Om:BA.4",4.39874809162008e-25,NA
"11451",2021-11-04,"Om:BA.4.6",3.97406284999373e-40,NA
"11452",2021-11-04,"Om:BA.5",1.12159046153302e-27,NA
"11453",2021-11-04,"Om:BF.7",6.71051179975013e-57,NA
"11454",2021-11-04,"Om:BN.1",9.6286863809777e-11,NA
"11455",2021-11-04,"Om:BQ.1",2.5632192491691e-45,NA
"11456",2021-11-04,"Om:BQ.1.1",3.42528278717532e-40,NA
"11457",2021-11-04,"Om:XBB",1.51711628610352e-08,NA
"11458",2021-11-04,"Other",NA,0.00446292727457146
"11459",2021-11-05,"Alpha",8.98519279428232e-07,NA
"11460",2021-11-05,"Beta",1.2049516905919e-10,NA
"11461",2021-11-05,"Delta",0.995509314433975,0.992224475997295
"11462",2021-11-05,"Om:BA.1",0.000369658934923742,NA
"11463",2021-11-05,"Om:BA.2",8.38736049461636e-08,NA
"11464",2021-11-05,"Om:BA.2.12.1",1.31334789414395e-16,NA
"11465",2021-11-05,"Om:BA.2.75",1.93902947539856e-39,NA
"11466",2021-11-05,"Om:BA.2.75.2",1.85504173391517e-12,NA
"11467",2021-11-05,"Om:BA.4",7.51058657678071e-25,NA
"11468",2021-11-05,"Om:BA.4.6",8.5691764632909e-40,NA
"11469",2021-11-05,"Om:BA.5",1.98237743322785e-27,NA
"11470",2021-11-05,"Om:BF.7",1.82461905502508e-56,NA
"11471",2021-11-05,"Om:BN.1",1.10017193469115e-10,NA
"11472",2021-11-05,"Om:BQ.1",5.45732508449477e-45,NA
"11473",2021-11-05,"Om:BQ.1.1",6.6277461857053e-40,NA
"11474",2021-11-05,"Om:XBB",1.63563068314317e-08,NA
"11475",2021-11-05,"Other",NA,0.00777552400270453
"11476",2021-11-06,"Alpha",8.16818892389839e-07,NA
"11477",2021-11-06,"Beta",1.05200911681954e-10,NA
"11478",2021-11-06,"Delta",0.995331050331573,0.99529015979815
"11479",2021-11-06,"Om:BA.1",0.000456647378872782,0.000168208578637511
"11480",2021-11-06,"Om:BA.2",1.06067611328006e-07,NA
"11481",2021-11-06,"Om:BA.2.12.1",2.01510825118277e-16,NA
"11482",2021-11-06,"Om:BA.2.75",3.86696747295752e-39,NA
"11483",2021-11-06,"Om:BA.2.75.2",2.23353980157888e-12,NA
"11484",2021-11-06,"Om:BA.4",1.28004664092962e-24,NA
"11485",2021-11-06,"Om:BA.4.6",1.84271705208471e-39,NA
"11486",2021-11-06,"Om:BA.5",3.49729853654678e-27,NA
"11487",2021-11-06,"Om:BF.7",4.94341610296973e-56,NA
"11488",2021-11-06,"Om:BN.1",1.25744638884654e-10,NA
"11489",2021-11-06,"Om:BQ.1",1.15912585686759e-44,NA
"11490",2021-11-06,"Om:BQ.1.1",1.27992916681809e-39,NA
"11491",2021-11-06,"Om:XBB",1.76456164757723e-08,NA
"11492",2021-11-06,"Other",NA,0.00454163162321278
"11493",2021-11-07,"Alpha",7.42534171198023e-07,NA
"11494",2021-11-07,"Beta",9.18286314559558e-11,NA
"11495",2021-11-07,"Delta",0.995127519150874,0.995690429161429
"11496",2021-11-07,"Om:BA.1",0.000563427902940393,NA
"11497",2021-11-07,"Om:BA.2",1.3405195177514e-07,NA
"11498",2021-11-07,"Om:BA.2.12.1",3.08698524503254e-16,NA
"11499",2021-11-07,"Om:BA.2.75",7.69460220531133e-39,NA
"11500",2021-11-07,"Om:BA.2.75.2",2.68925078509885e-12,NA
"11501",2021-11-07,"Om:BA.4",2.17761922579291e-24,NA
"11502",2021-11-07,"Om:BA.4.6",3.95175336836822e-39,NA
"11503",2021-11-07,"Om:BA.5",6.15843564080087e-27,NA
"11504",2021-11-07,"Om:BF.7",1.33449302422123e-55,NA
"11505",2021-11-07,"Om:BN.1",1.43764728782202e-10,NA
"11506",2021-11-07,"Om:BQ.1",2.45603578580439e-44,NA
"11507",2021-11-07,"Om:BQ.1.1",2.46691155732311e-39,NA
"11508",2021-11-07,"Om:XBB",1.90490111477161e-08,NA
"11509",2021-11-07,"Other",NA,0.00430957083857066
"11510",2021-11-08,"Alpha",6.74990095215256e-07,9.3870271285084e-05
"11511",2021-11-08,"Beta",8.01388881293508e-11,NA
"11512",2021-11-08,"Delta",0.994894115933459,0.994931005350605
"11513",2021-11-08,"Om:BA.1",0.000694337305069397,9.3870271285084e-05
"11514",2021-11-08,"Om:BA.2",1.69314414416447e-07,NA
"11515",2021-11-08,"Om:BA.2.12.1",4.72155641733237e-16,NA
"11516",2021-11-08,"Om:BA.2.75",1.52766378950257e-38,NA
"11517",2021-11-08,"Om:BA.2.75.2",3.23790800983196e-12,NA
"11518",2021-11-08,"Om:BA.4",3.69776237467849e-24,NA
"11519",2021-11-08,"Om:BA.4.6",8.45140034164956e-39,NA
"11520",2021-11-08,"Om:BA.5",1.08242079168227e-26,NA
"11521",2021-11-08,"Om:BF.7",3.58950914768543e-55,NA
"11522",2021-11-08,"Om:BN.1",1.64417256197677e-10,NA
"11523",2021-11-08,"Om:BQ.1",5.19144673755975e-44,NA
"11524",2021-11-08,"Om:BQ.1.1",4.74531892432615e-39,NA
"11525",2021-11-08,"Om:XBB",2.0577400755499e-08,NA
"11526",2021-11-08,"Other",NA,0.00488125410682437
"11527",2021-11-09,"Alpha",6.13572974305417e-07,9.07688118362531e-05
"11528",2021-11-09,"Beta",6.99217920215376e-11,NA
"11529",2021-11-09,"Delta",0.994625310649165,0.996096941091041
"11530",2021-11-09,"Om:BA.1",0.000854622168372297,NA
"11531",2021-11-09,"Om:BA.2",2.13718599442067e-07,NA
"11532",2021-11-09,"Om:BA.2.12.1",7.21019064042564e-16,NA
"11533",2021-11-09,"Om:BA.2.75",3.02615633736905e-38,NA
"11534",2021-11-09,"Om:BA.2.75.2",3.89844034058668e-12,NA
"11535",2021-11-09,"Om:BA.4",6.26748433154815e-24,NA
"11536",2021-11-09,"Om:BA.4.6",1.80248156454433e-38,NA
"11537",2021-11-09,"Om:BA.5",1.89891765745178e-26,NA
"11538",2021-11-09,"Om:BF.7",9.62007524536495e-55,NA
"11539",2021-11-09,"Om:BN.1",1.88092913072335e-10,NA
"11540",2021-11-09,"Om:BQ.1",1.09468107938604e-43,NA
"11541",2021-11-09,"Om:BQ.1.1",9.10998398992194e-39,NA
"11542",2021-11-09,"Om:XBB",2.22427834763782e-08,NA
"11543",2021-11-09,"Other",NA,0.00381229009712263
"11544",2021-11-10,"Alpha",5.57724863165461e-07,NA
"11545",2021-11-10,"Beta",6.09933915005807e-11,NA
"11546",2021-11-10,"Delta",0.994314467343273,0.995731335482185
"11547",2021-11-10,"Om:BA.1",0.00105061976441234,NA
"11548",2021-11-10,"Om:BA.2",2.69596947849059e-07,NA
"11549",2021-11-10,"Om:BA.2.12.1",1.09929749187379e-15,NA
"11550",2021-11-10,"Om:BA.2.75",5.98098096274249e-38,NA
"11551",2021-11-10,"Om:BA.2.75.2",4.6936161131424e-12,NA
"11552",2021-11-10,"Om:BA.4",1.06032870870456e-23,NA
"11553",2021-11-10,"Om:BA.4.6",3.83364120974443e-38,NA
"11554",2021-11-10,"Om:BA.5",3.32503492967813e-26,NA
"11555",2021-11-10,"Om:BF.7",2.56886372380144e-54,NA
"11556",2021-11-10,"Om:BN.1",2.1524089254652e-10,NA
"11557",2021-11-10,"Om:BQ.1",2.30264883872429e-43,NA
"11558",2021-11-10,"Om:BQ.1.1",1.74544398168986e-38,NA
"11559",2021-11-10,"Om:XBB",2.40583513569764e-08,NA
"11560",2021-11-10,"Other",NA,0.00426866451781514
"11561",2021-11-11,"Alpha",5.06938484503117e-07,NA
"11562",2021-11-11,"Beta",5.31924979088084e-11,0.000112599932440041
"11563",2021-11-11,"Delta",0.993953630141573,0.992793604323837
"11564",2021-11-11,"Om:BA.1",0.00128997236620953,0.000112599932440041
"11565",2021-11-11,"Om:BA.2",3.39866199780132e-07,NA
"11566",2021-11-11,"Om:BA.2.12.1",1.67334719102558e-15,NA
"11567",2021-11-11,"Om:BA.2.75",1.17941296815248e-37,NA
"11568",2021-11-11,"Om:BA.2.75.2",5.6508144620286e-12,NA
"11569",2021-11-11,"Om:BA.4",1.79050695047943e-23,NA
"11570",2021-11-11,"Om:BA.4.6",8.13102233941045e-38,NA
"11571",2021-11-11,"Om:BA.5",5.81114302011749e-26,NA
"11572",2021-11-11,"Om:BF.7",6.83465846235765e-54,NA
"11573",2021-11-11,"Om:BN.1",2.46377585787719e-10,NA
"11574",2021-11-11,"Om:BQ.1",4.83173952927392e-43,NA
"11575",2021-11-11,"Om:BQ.1.1",3.33753200900668e-38,NA
"11576",2021-11-11,"Om:XBB",2.6038603722733e-08,NA
"11577",2021-11-11,"Other",NA,0.00698119581128251
"11578",2021-11-12,"Alpha",4.60752614823534e-07,NA
"11579",2021-11-12,"Beta",4.63778954890172e-11,NA
"11580",2021-11-12,"Delta",0.993533270753519,0.995878837832269
"11581",2021-11-12,"Om:BA.1",0.00158188041591555,NA
"11582",2021-11-12,"Om:BA.2",4.28170482606204e-07,NA
"11583",2021-11-12,"Om:BA.2.12.1",2.54304430128822e-15,NA
"11584",2021-11-12,"Om:BA.2.75",2.32041699537625e-37,NA
"11585",2021-11-12,"Om:BA.2.75.2",6.80294818643967e-12,NA
"11586",2021-11-12,"Om:BA.4",3.01782642290937e-23,NA
"11587",2021-11-12,"Om:BA.4.6",1.71975184487826e-37,NA
"11588",2021-11-12,"Om:BA.5",1.01367023729105e-25,NA
"11589",2021-11-12,"Om:BF.7",1.8117530003441e-53,NA
"11590",2021-11-12,"Om:BN.1",2.82096510635202e-10,NA
"11591",2021-11-12,"Om:BQ.1",1.01136783002782e-42,NA
"11592",2021-11-12,"Om:BQ.1.1",6.36899079397197e-38,NA
"11593",2021-11-12,"Om:XBB",2.81994680081776e-08,NA
"11594",2021-11-12,"Other",NA,0.0041211621677313
"11595",2021-11-13,"Alpha",4.18747890832547e-07,NA
"11596",2021-11-13,"Beta",4.04258900899822e-11,NA
"11597",2021-11-13,"Delta",0.993041991484413,0.991229272303686
"11598",2021-11-13,"Om:BA.1",0.00193740064227565,0.000548170481019597
"11599",2021-11-13,"Om:BA.2",5.39058354417084e-07,0.000137042620254899
"11600",2021-11-13,"Om:BA.2.12.1",3.85844861797355e-15,NA
"11601",2021-11-13,"Om:BA.2.75",4.55476787699449e-37,NA
"11602",2021-11-13,"Om:BA.2.75.2",8.18956639842239e-12,NA
"11603",2021-11-13,"Om:BA.4",5.07678714062301e-23,NA
"11604",2021-11-13,"Om:BA.4.6",3.62715746149787e-37,NA
"11605",2021-11-13,"Om:BA.5",1.76479913422365e-25,NA
"11606",2021-11-13,"Om:BF.7",4.78497881994627e-53,NA
"11607",2021-11-13,"Om:BN.1",3.23079617911702e-10,NA
"11608",2021-11-13,"Om:BQ.1",2.11172743625341e-42,NA
"11609",2021-11-13,"Om:BQ.1.1",1.21292812133533e-37,NA
"11610",2021-11-13,"Om:XBB",3.05584271835949e-08,NA
"11611",2021-11-13,"Other",NA,0.00808551459503906
"11612",2021-11-14,"Alpha",3.80542998329919e-07,0.000203128173877717
"11613",2021-11-14,"Beta",3.52281559248753e-11,NA
"11614",2021-11-14,"Delta",0.992466177158251,0.987609181393459
"11615",2021-11-14,"Om:BA.1",0.00236979585762172,0.0012187690432663
"11616",2021-11-14,"Om:BA.2",6.78201463677569e-07,NA
"11617",2021-11-14,"Om:BA.2.12.1",5.8446073813468e-15,NA
"11618",2021-11-14,"Om:BA.2.75",8.91987890844219e-37,NA
"11619",2021-11-14,"Om:BA.2.75.2",9.85816978380265e-12,NA
"11620",2021-11-14,"Om:BA.4",8.52418402213471e-23,NA
"11621",2021-11-14,"Om:BA.4.6",7.62849910895561e-37,NA
"11622",2021-11-14,"Om:BA.5",3.06654975275911e-25,NA
"11623",2021-11-14,"Om:BF.7",1.25907430275978e-52,NA
"11624",2021-11-14,"Om:BN.1",3.70110126407003e-10,NA
"11625",2021-11-14,"Om:BQ.1",4.39827111864859e-42,NA
"11626",2021-11-14,"Om:BQ.1.1",2.30521475414202e-37,NA
"11627",2021-11-14,"Om:XBB",3.31346523549424e-08,NA
"11628",2021-11-14,"Other",NA,0.0109689213893967
"11629",2021-11-15,"Alpha",3.45791208987003e-07,NA
"11630",2021-11-15,"Beta",3.06898445046163e-11,NA
"11631",2021-11-15,"Delta",0.991789588814409,0.991928086589617
"11632",2021-11-15,"Om:BA.1",0.00289494373288126,0.000733810310034856
"11633",2021-11-15,"Om:BA.2",8.52664053702923e-07,NA
"11634",2021-11-15,"Om:BA.2.12.1",8.83839719397606e-15,NA
"11635",2021-11-15,"Om:BA.2.75",1.74275132211806e-36,NA
"11636",2021-11-15,"Om:BA.2.75.2",1.18657763304538e-11,NA
"11637",2021-11-15,"Om:BA.4",1.42849058817449e-22,NA
"11638",2021-11-15,"Om:BA.4.6",1.59983337559679e-36,NA
"11639",2021-11-15,"Om:BA.5",5.3180499727041e-25,NA
"11640",2021-11-15,"Om:BF.7",3.30067900400171e-52,NA
"11641",2021-11-15,"Om:BN.1",4.24087037105766e-10,NA
"11642",2021-11-15,"Om:BQ.1",9.13761104233284e-42,NA
"11643",2021-11-15,"Om:BQ.1.1",4.3721096467894e-37,NA
"11644",2021-11-15,"Om:XBB",3.59491383051687e-08,NA
"11645",2021-11-15,"Other",NA,0.00733810310034856
"11646",2021-11-16,"Alpha",3.14177233614363e-07,NA
"11647",2021-11-16,"Beta",2.67279241455389e-11,NA
"11648",2021-11-16,"Delta",0.990992891649429,0.989872302950242
"11649",2021-11-16,"Om:BA.1",0.00353181227686926,0.000528401585204756
"11650",2021-11-16,"Om:BA.2",1.07123435867663e-06,NA
"11651",2021-11-16,"Om:BA.2.12.1",1.33431256594952e-14,NA
"11652",2021-11-16,"Om:BA.2.75",3.39692142897502e-36,NA
"11653",2021-11-16,"Om:BA.2.75.2",1.42807807285588e-11,NA
"11654",2021-11-16,"Om:BA.4",2.38920165060546e-22,NA
"11655",2021-11-16,"Om:BA.4.6",3.34551420002849e-36,NA
"11656",2021-11-16,"Om:BA.5",9.20433907636576e-25,NA
"11657",2021-11-16,"Om:BF.7",8.62034609369237e-52,NA
"11658",2021-11-16,"Om:BN.1",4.86041468188616e-10,NA
"11659",2021-11-16,"Om:BQ.1",1.89356237948115e-41,NA
"11660",2021-11-16,"Om:BQ.1.1",8.27492540586601e-37,NA
"11661",2021-11-16,"Om:XBB",3.90248386682122e-08,NA
"11662",2021-11-16,"Other",NA,0.00959929546455306
"11663",2021-11-17,"Alpha",2.85414363454624e-07,NA
"11664",2021-11-17,"Beta",2.32697222234724e-11,NA
"11665",2021-11-17,"Delta",0.990053109539055,0.990529770276606
"11666",2021-11-17,"Om:BA.1",0.00430300992422608,0.000187529301453352
"11667",2021-11-17,"Om:BA.2",1.34483101179107e-06,NA
"11668",2021-11-17,"Om:BA.2.12.1",2.0109266124894e-14,NA
"11669",2021-11-17,"Om:BA.2.75",6.60537418955848e-36,NA
"11670",2021-11-17,"Om:BA.2.75.2",1.71851561129316e-11,NA
"11671",2021-11-17,"Om:BA.4",3.98811428351133e-22,9.3764650726676e-05
"11672",2021-11-17,"Om:BA.4.6",6.97575696700553e-36,NA
"11673",2021-11-17,"Om:BA.5",1.58986075613604e-24,9.3764650726676e-05
"11674",2021-11-17,"Om:BF.7",2.24286350979459e-51,NA
"11675",2021-11-17,"Om:BN.1",5.5715493055286e-10,NA
"11676",2021-11-17,"Om:BQ.1",3.9139109724357e-41,NA
"11677",2021-11-17,"Om:BQ.1.1",1.56285589550867e-36,NA
"11678",2021-11-17,"Om:XBB",4.23867960116113e-08,NA
"11679",2021-11-17,"Other",NA,0.00909517112048758
"11680",2021-11-18,"Alpha",2.59241873712333e-07,NA
"11681",2021-11-18,"Beta",2.02516456733717e-11,NA
